TaskID,StartTime,taskExecutionTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,taskStatus
295,45.32688525,0.524590164,51,19,64,-40.32981032,151.3546994,ddos
296,48.76752212,0.849557522,43,17,96,-26.50455169,-14.11650505,Trusted Data
297,45.97666667,0.825,71,14,99,28.28522526,141.5869718,Trusted Data
298,49.61707965,0.778761062,23,12,88,-53.11820706,-50.83252212,backdoor
299,45.85147541,0.606557377,64,14,74,-48.37297738,-1.003693038,Trusted Data
300,46.80166667,0.191666667,20,11,23,69.84446823,-62.20180553,Trusted Data
301,46.99333333,0.8,29,14,96,43.4049689,90.10342646,Trusted Data
302,46.45803279,0.270491803,53,10,33,-11.13032031,-82.16440347,Trusted Data
303,47.79333333,0.333333333,14,12,40,34.77453112,110.7221677,injection
304,48.12666667,0.158333333,78,12,19,59.82270625,146.0369531,Trusted Data
305,48.285,0.233333333,13,13,28,53.8668074,-145.9882372,password
306,48.51833333,0.383333333,87,18,46,74.59919926,120.2819717,Trusted Data
307,46.72852459,0.819672131,100,11,100,-9.341787247,124.3424815,Trusted Data
308,50.39584071,0.796460177,58,11,90,71.15176803,-92.44610826,Trusted Data
309,51.19230088,0.566371681,36,20,64,-58.67802106,116.2502255,injection
310,47.54819672,0.631147541,20,13,77,-66.88059992,-76.69766397,Trusted Data
311,48.90166667,0.341666667,22,10,41,29.1006227,-174.4007942,Trusted Data
312,49.24333333,0.733333333,33,20,88,36.61974038,131.9821471,Trusted Data
313,51.75867257,0.274336283,50,13,31,46.39918831,-4.641440221,Trusted Data
314,48.17934426,0.37704918,96,15,46,-61.69556673,-167.3214548,Trusted Data
315,52.03300885,0.681415929,52,11,77,21.83561117,-51.58116781,Trusted Data
316,48.55639344,0.131147541,88,11,16,-53.62561019,103.5300514,scanning
317,48.68754098,0.303278689,48,16,37,-34.19921016,45.82238769,injection
318,52.71442478,0.716814159,62,16,81,-37.40078962,3.559194965,Trusted Data
319,48.99081967,0.590163934,46,10,72,-61.34107283,139.4620785,Trusted Data
320,49.97666667,0.116666667,84,18,14,89.68932393,-88.35272935,Trusted Data
321,50.09333333,0.408333333,51,17,49,14.02334652,110.6147178,Trusted Data
322,49.58098361,0.295081967,42,20,36,-57.47070421,52.30591617,Trusted Data
323,50.50166667,0.658333333,66,18,79,-7.526788118,163.3672841,scanning
324,53.43123894,0.398230088,21,11,45,-48.33693384,-167.291922,Trusted Data
325,49.87606557,0.450819672,22,19,55,-36.82643132,-79.16124822,Trusted Data
326,51.16,0.125,31,20,15,63.65087977,130.3276959,dos
327,53.82946903,0.575221239,57,17,65,-26.50690179,-96.63870241,Trusted Data
328,50.32688525,0.336065574,50,20,41,-24.38286596,83.32769834,Trusted Data
329,51.285,0.125,48,18,15,84.23767809,53.3229102,Trusted Data
330,50.66295082,0.754098361,94,17,92,-61.10774136,153.5091208,Trusted Data
331,51.41,0.316666667,24,16,38,88.39129169,164.3053198,Trusted Data
332,54.40469027,0.11,63,11,11,-83.41429619,159.7344581,Trusted Data
333,54.51469027,0.592920354,14,19,67,-23.85432475,113.3649045,Trusted Data
334,51.72666667,0.475,12,10,57,-17.83576012,126.3617112,Trusted Data
335,51.41704918,0.327868852,98,18,40,-28.32411256,-115.2660009,Trusted Data
336,52.20166667,0.783333333,57,13,94,88.05666889,144.4480216,Trusted Data
337,52.985,0.558333333,87,19,67,34.07123787,113.2042381,Trusted Data
338,53.54333333,0.708333333,71,15,85,60.59925393,66.63552561,ransomware
339,55.10761062,0.336283186,61,10,38,-63.15742498,65.90345379,ddos
340,55.44389381,0.699115044,31,18,79,15.58648611,-152.1722391,injection
341,51.74491803,0.737704918,61,12,90,16.01064511,-176.0924329,Trusted Data
342,54.25166667,0.125,55,12,15,76.21901938,-108.5808678,ransomware
343,56.14300885,0.646017699,31,17,73,68.97511811,-79.10446476,scanning
344,56.78902655,0.769911504,29,16,87,-61.72740856,32.91153823,injection
345,52.48262295,0.155737705,83,17,19,-63.07230373,-11.63803471,Trusted Data
346,54.37666667,0.266666667,60,14,32,67.18481118,-41.07911151,Trusted Data
347,54.64333333,0.8,54,17,96,54.67969579,32.02709334,Trusted Data
348,52.63836066,0.721311475,79,14,88,-38.3803918,0.05878387,Trusted Data
349,57.55893805,0.876106195,27,14,99,-37.54770801,-101.3029495,Trusted Data
350,53.35967213,0.467213115,13,10,57,19.18625102,-95.73340383,Trusted Data
351,53.82688525,0.172131148,57,17,21,-37.85144893,129.7102002,backdoor
352,53.99901639,0.360655738,31,15,44,-12.97627468,107.1742913,ddos
353,58.43504425,0.11,34,10,11,-39.37322904,-93.4097733,Trusted Data
354,55.44333333,0.775,71,12,93,7.490734378,91.40712619,Trusted Data
355,54.35967213,0.139344262,95,18,17,-14.37189301,-108.8028351,Trusted Data
356,56.21833333,0.691666667,21,11,83,60.56543394,22.22370679,Trusted Data
357,56.91,0.375,70,20,45,63.40576165,76.96040791,xss
358,58.54504425,0.628318584,68,15,71,7.518579054,46.06673987,backdoor
359,54.49901639,0.278688525,52,15,34,3.409427263,-64.28742809,Trusted Data
360,57.285,0.45,31,18,54,79.11714951,59.47994913,Trusted Data
361,54.77770492,0.368852459,66,17,45,-83.95911692,133.2739658,Trusted Data
362,59.17336283,0.203539823,20,16,23,19.26304417,-134.6552379,Trusted Data
363,55.14655738,0.540983607,76,20,66,60.2139415,-179.4529132,Trusted Data
