TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,taskStatus
31,5.519999999999999,32,16,71,-2.0568541565816645,90.45092803332159,Trusted Data
32,4.785950413223141,77,15,40,16.69994644325638,26.647422468175364,Malware Detected (backdoor)
33,5.116528925619835,14,11,58,30.03607874512997,-10.967614903962925,Trusted Data
34,6.229999999999999,97,19,93,44.275481694981636,44.829700370021186,Trusted Data
35,4.963939393939394,33,18,18,-66.57335756666868,87.60676523225902,Trusted Data
36,5.100303030303031,93,12,88,15.832476831423662,-145.2375141183405,Trusted Data
37,5.7669696969696975,52,11,49,-80.28819626879621,28.580934513955413,Trusted Data
38,5.595867768595041,79,17,33,33.26264686773111,-23.800981204213997,Trusted Data
39,7.159999999999998,14,17,61,-38.14452515589988,87.61065041519214,Malware Detected (backdoor)
40,5.868595041322314,87,19,99,-8.759947955900088,-38.429655253982475,Malware Detected (dos)
41,7.769999999999999,61,15,51,10.693151025337599,41.36443120089061,Malware Detected (ransomware)
42,6.138181818181819,62,14,70,6.984998422004821,118.0142023548567,Malware Detected (password)
43,6.686776859504132,25,17,99,32.415564775316085,-83.26448954685141,Trusted Data
44,8.28,17,17,31,34.68425909607832,101.69717488553596,Trusted Data
45,6.668484848484849,54,10,77,-40.33960036387006,27.644183434058277,Trusted Data
46,7.251818181818182,54,10,43,-30.89699508663218,-106.98708097988833,Trusted Data
47,8.59,18,11,24,-42.960740753847624,108.65518306123306,Trusted Data
48,7.577575757575758,81,17,87,-70.81964550761242,-74.37817781017392,Trusted Data
49,7.50495867768595,20,15,98,71.90825997180721,74.34361850610068,Malware Detected (scanning)
50,8.83,70,18,23,13.063765221017803,-166.01418001678977,Trusted Data
51,9.06,43,13,31,88.98511430104736,13.83446809105061,Trusted Data
52,9.370000000000001,28,15,51,-83.16432914624468,55.68786178680142,Malware Detected (injection)
53,8.314876033057852,89,11,66,82.98531772735149,-161.17450505962833,Trusted Data
54,9.88,38,13,96,-5.618513478771021,73.09944913159666,Malware Detected (password)
55,8.860330578512396,42,19,87,12.705914077477175,-59.565996862812824,Malware Detected (ddos)
56,8.236666666666666,82,11,48,39.339113976757375,-52.260464476579756,Trusted Data
57,8.60030303030303,38,12,71,-63.840468115146805,-65.42982615174036,Malware Detected (xss)
58,10.84,50,13,71,-18.369095883584066,45.113392818344465,Trusted Data
59,9.138181818181817,95,16,45,45.68650177655198,-149.68631026864531,Malware Detected (ddos)
60,9.579338842975206,50,12,46,81.16478320929284,-57.49594939015394,Trusted Data
61,9.479090909090909,75,17,63,-58.65312113345236,-80.97291561274108,Trusted Data
62,11.55,66,15,64,9.836468519319666,114.93219401015199,Trusted Data
63,9.956363636363635,94,12,20,-84.55232456622454,156.82026344435587,Trusted Data
64,10.107878787878787,74,19,53,-87.86037948182317,-34.545909801599066,Trusted Data
65,12.190000000000001,40,11,64,-41.71153101744721,-114.29488325111728,Trusted Data
66,9.959504132231404,47,11,19,45.094411447986886,-99.29782734983664,Malware Detected (xss)
67,10.116528925619834,76,14,80,20.82950858429139,118.3584138264223,Malware Detected (xss)
68,10.50939393939394,80,11,17,-83.67772687188396,53.7912452430202,Malware Detected (ddos)
69,10.638181818181819,53,20,85,-17.446344658254077,-118.5009293733003,Trusted Data
70,10.777685950413222,44,18,69,48.93633226498659,49.52820205022465,Trusted Data
71,12.830000000000002,39,15,74,-70.0227920025787,6.382689202280773,Trusted Data
72,11.34793388429752,43,10,75,59.14865549936897,-123.44815269416722,Malware Detected (dos)
73,13.570000000000002,20,16,86,84.1476067564596,-135.486611999126,Trusted Data
74,11.967768595041322,30,16,73,-5.7813822068533085,36.420295508718596,Trusted Data
75,11.282121212121213,53,15,81,-52.84113360056716,-21.027134912754065,Trusted Data
76,14.430000000000001,99,18,91,86.05541456101341,69.18371652342208,Malware Detected (ransomware)
77,12.571074380165289,18,17,70,40.278031686506154,-14.991534531651354,Malware Detected (xss)
78,13.149586776859504,27,11,51,48.880373274093046,22.93675871815887,Malware Detected (injection)
79,11.895757575757576,56,14,71,-15.151915864366785,39.65559253601353,Malware Detected (password)
80,12.433636363636364,100,12,32,1.2066941711582047,-121.84274847092817,Trusted Data
81,15.340000000000002,65,16,75,-50.20412510054656,5.26495237692842,Trusted Data
82,12.676060606060606,11,17,72,-84.49799418009354,19.888644674396545,Trusted Data
83,13.571074380165289,38,17,18,14.65740453293921,-25.977439055531647,Trusted Data
84,16.090000000000003,82,13,62,27.334836721430634,77.2819709012777,Trusted Data
85,13.22151515151515,99,20,33,-30.248440697417237,68.58863457813166,Trusted Data
86,13.719834710743802,95,17,41,-26.887143421159195,6.386304838903158,Trusted Data
87,16.710000000000004,94,18,92,18.538900999383984,71.52666830230905,Trusted Data
88,14.058677685950414,94,13,46,-10.44483901589308,2.3015978228755216,Malware Detected (dos)
89,14.438842975206612,97,17,81,89.74170234156136,37.329096119058335,Malware Detected (dos)
90,15.108264462809917,11,13,98,84.44695528858321,-153.71985046008692,Malware Detected (dos)
91,13.47151515151515,100,12,97,-80.98652696426562,-178.83954475943898,Trusted Data
92,17.630000000000006,48,15,99,27.137174292948274,-38.90102634707432,Trusted Data
93,15.918181818181818,66,19,29,60.08916801658907,82.64835781180074,Trusted Data
94,14.206363636363635,35,13,34,-47.251878316168735,7.031178345062614,Trusted Data
95,14.463939393939393,65,15,22,-53.36452771945535,77.29666759333685,Trusted Data
96,14.630606060606059,65,19,25,-48.967873390184224,-99.26257539495856,Trusted Data
97,14.819999999999999,85,18,98,-78.5024226203255,81.8066774174294,Malware Detected (ransomware)
98,18.620000000000005,66,19,67,41.187448916722445,148.96792797418152,Trusted Data
99,19.290000000000006,94,12,43,-19.694805273008072,65.47546378106907,Trusted Data
100,15.56242424242424,12,20,52,-50.263081748737584,100.77790955370847,Trusted Data
101,15.956363636363635,70,14,62,-75.24010854188222,-36.36552127825735,Trusted Data
102,16.157851239669423,39,18,68,-13.2531001338496,-107.68442713695711,Trusted Data
103,19.720000000000006,82,20,64,52.3252382428995,-147.30527991979906,Trusted Data
104,20.360000000000007,39,17,38,-2.5284673619474773,137.0293373354578,Trusted Data
105,16.719834710743804,30,11,94,52.72341871014504,-2.8624325933650994,Malware Detected (scanning)
106,17.496694214876037,36,20,88,-20.496848868903385,-24.770729686977887,Malware Detected (dos)
107,20.740000000000006,94,10,68,80.93287694501859,58.485773161599326,Trusted Data
108,21.420000000000005,37,10,46,49.018601485498124,172.8903079546996,Trusted Data
109,16.426060606060606,19,14,52,-51.48696971909892,-61.49544616777483,Trusted Data
110,21.880000000000006,82,20,23,60.3887482927386,-147.0213773223136,Malware Detected (dos)
111,18.223966942148763,11,10,87,7.35973607054477,7.139953562586186,Malware Detected (dos)
112,16.82,75,19,53,-7.724879552734606,-123.50406307319437,Trusted Data
113,17.221515151515153,21,14,79,-74.27373048550773,-15.709892878614795,Malware Detected (injection)
114,22.110000000000007,77,15,39,3.7767603461515336,161.22088631002998,Trusted Data
115,18.942975206611575,22,17,94,5.16116862865006,49.723513152977716,Trusted Data
116,17.82,93,20,37,-80.58555100243498,-107.1653197418965,Trusted Data
117,22.500000000000007,100,15,100,40.71149472696544,73.25963705184287,Trusted Data
118,18.10030303030303,81,13,76,15.139563429558123,-153.0267241263929,Malware Detected (dos)
119,18.676060606060606,87,17,48,-10.37634926786572,-159.6821330770977,Malware Detected (injection)
120,23.500000000000007,80,15,57,-31.224135383046793,67.81748303077654,Trusted Data
121,19.03969696969697,94,17,64,-35.49349445953974,176.51073989261084,Trusted Data
122,19.719834710743807,18,11,70,79.5401135243614,109.49048076230821,Malware Detected (ddos)
123,24.070000000000007,97,14,22,19.092539428024622,49.749047146772654,Trusted Data
124,24.290000000000006,90,12,100,59.14274876463574,-101.68039410720601,Trusted Data
125,20.298347107438023,23,20,98,4.897830464775311,17.62667168054915,Malware Detected (injection)
126,19.524545454545454,60,16,36,-66.04436804324462,-5.846811813668523,Trusted Data
127,19.797272727272727,57,10,67,-61.16485854594636,137.32701289620496,Malware Detected (injection)
128,21.108264462809924,19,20,14,15.423014991999068,43.94328986465351,Malware Detected (dos)
129,25.290000000000006,71,19,71,-40.075875830000314,28.45486655871474,Trusted Data
130,20.304848484848485,94,19,56,21.378898722843473,-118.49805955050897,Trusted Data
131,21.223966942148767,15,13,81,76.58922378471894,48.41147705415793,Malware Detected (ransomware)
132,21.893388429752072,23,16,28,77.66939550416737,-47.18487173111282,Malware Detected (password)
133,26.000000000000007,54,11,31,70.89804132124246,-83.60754580443573,Trusted Data
134,22.124793388429758,10,12,87,20.71947179669054,33.31117634840436,Trusted Data
135,26.310000000000006,36,12,51,-4.799053831132682,57.98208777809742,Trusted Data
136,22.84380165289257,57,17,39,47.287703086676004,-13.329008922471871,Trusted Data
137,20.72909090909091,93,18,70,-11.385362056986537,108.16724293983265,Malware Detected (xss)
138,21.25939393939394,85,14,92,-77.38180266245453,-69.06241367614962,Trusted Data
139,26.820000000000007,98,15,63,33.07562011217058,135.17837524778656,Trusted Data
140,21.956363636363637,38,10,92,-38.623485889557536,162.62918132699696,Trusted Data
141,27.450000000000006,79,17,25,-28.466103576427827,-147.12655054360437,Trusted Data
142,23.166115702479345,15,11,93,-1.9717382160940105,-98.79359223741045,Malware Detected (ransomware)
143,27.700000000000006,15,11,90,36.788526869066274,-53.23009763391579,Trusted Data
144,23.93471074380166,58,18,35,30.740966013016163,35.39788914833758,Trusted Data
145,22.653333333333332,99,20,81,-53.13035574645794,-26.160606216883366,Trusted Data
146,28.600000000000005,56,10,81,12.660080898430394,-167.44178453785142,Malware Detected (injection)
147,24.223966942148767,97,11,46,53.33641601953653,41.318724771113864,Malware Detected (scanning)
148,23.266969696969696,95,10,43,-70.64437544036011,55.4186019171257,Malware Detected (xss)
149,24.604132231404964,49,13,46,26.76109273436029,11.490530608937519,Trusted Data
150,24.984297520661162,46,20,42,81.88726299445787,63.3366064967191,Trusted Data
151,29.410000000000004,76,13,42,-88.53077018884386,-39.29930861699455,Trusted Data
152,23.59272727272727,99,17,89,-88.83919099916201,-59.135221738643764,Malware Detected (ddos)
153,29.830000000000005,83,18,30,-51.149135253208186,-160.49791353759605,Trusted Data
154,25.33140495867769,48,20,17,51.52304573632699,-89.90108941888609,Trusted Data
155,30.130000000000006,72,16,98,18.44656731279335,-158.7798049237092,Trusted Data
156,24.266969696969696,83,17,96,-37.78168766156506,-59.22440517337647,Malware Detected (scanning)
157,31.110000000000007,66,20,25,-26.091527865523375,-155.07637778062016,Trusted Data
158,25.471900826446287,31,12,11,-64.59607982697443,22.17177980072131,Trusted Data
159,25.58190082644629,56,18,53,47.619461633030625,125.52010419209319,Trusted Data
160,26.01991735537191,40,11,52,-41.36659090192413,8.41359280514476,Trusted Data
161,31.360000000000007,51,16,22,-81.05249897962798,117.17532761371899,Malware Detected (scanning)
162,26.449669421487613,77,16,53,0.41838197107968256,-81.35227870827576,Malware Detected (scanning)
163,31.580000000000005,43,15,90,2.8995661967259707,123.09672107103881,Trusted Data
164,24.994242424242422,85,18,81,-72.61918252306995,-120.7701739390858,Trusted Data
165,26.887685950413232,17,12,97,17.241214047764117,63.28897958926348,Trusted Data
166,32.480000000000004,69,16,81,13.848253658589641,-113.37555071251265,Trusted Data
167,27.689338842975214,27,10,92,48.811995130265416,71.75114756510166,Malware Detected (xss)
168,33.290000000000006,36,14,65,65.36350207630235,170.24130718475726,Malware Detected (injection)
169,25.607878787878786,86,20,49,60.75806665177345,157.68768421683637,Trusted Data
170,25.979090909090907,63,14,71,-34.08752629921082,-23.04164466888335,Trusted Data
171,26.516969696969696,53,13,92,-74.80911584506066,154.1678659623488,Trusted Data
172,28.44966942148761,94,14,63,-16.628832307481858,-65.21440168172798,Trusted Data
173,33.940000000000005,65,10,64,40.458132549517416,66.80596006053233,Trusted Data
174,27.21393939393939,85,15,71,-79.67013532583154,-160.11022656122105,Malware Detected (scanning)
175,28.970330578512403,83,19,67,-30.774162821408964,-1.8519312184666035,Trusted Data
176,34.580000000000005,50,17,33,44.07117492790073,-80.57778959178908,Trusted Data
177,29.524049586776865,76,19,96,50.226886425200945,65.48503194911066,Malware Detected (ddos)
178,34.910000000000004,34,20,17,32.5668692713286,12.758009516832885,Trusted Data
179,27.75181818181818,95,14,18,-88.78518090406752,79.20011778856224,Malware Detected (injection)
180,35.080000000000005,27,18,41,48.49478349138997,-98.83258232880048,Malware Detected (injection)
181,30.317438016528932,16,13,64,55.644764415820305,21.41563099306987,Trusted Data
182,35.49,57,17,25,19.608547855505364,94.43016336182609,Trusted Data
183,35.74,41,13,52,-18.229494988456764,55.72662817828612,Trusted Data
184,27.888181818181817,70,19,49,-38.32132469315769,-51.6327289599964,Malware Detected (xss)
185,36.260000000000005,39,10,12,-10.314839570605983,51.683991848816845,Trusted Data
186,30.84636363636364,38,13,26,62.83008725293405,-86.78273229588619,Malware Detected (injection)
187,36.38,53,19,26,81.65755638824407,178.61777569890194,Malware Detected (dos)
188,31.061239669421493,28,17,69,38.66421098670901,-13.153684541145253,Trusted Data
189,28.259393939393938,76,19,65,18.850811288919218,-110.35781938765635,Malware Detected (scanning)
190,36.64,28,11,78,39.179893509718795,44.93640081798867,Trusted Data
191,31.63148760330579,52,10,66,-3.549082618059927,36.286893269470255,Trusted Data
192,37.42,87,17,67,67.53654863085546,-18.651515157539876,Trusted Data
193,28.75181818181818,86,20,60,-34.96504050538379,-30.934856814219955,Malware Detected (backdoor)
194,38.09,63,15,28,30.67773461235899,115.45278168162037,Trusted Data
195,32.17694214876033,13,11,36,23.36427724027584,-21.765774863290858,Malware Detected (scanning)
196,29.206363636363633,29,20,37,14.789348641135689,-133.60773814482602,Malware Detected (backdoor)
197,32.474462809917355,69,16,59,85.96542489622036,-9.66698619746498,Malware Detected (injection)
198,29.486666666666665,82,10,45,16.58447123907436,-176.90853174974768,Trusted Data
199,29.827575757575755,73,18,98,-5.535168913156909,-99.27007811349725,Trusted Data
200,38.370000000000005,46,19,89,-42.333818181297346,-143.199072377714,Malware Detected (ransomware)
201,32.96206611570248,10,13,58,31.108429729325977,-32.41976301127053,Trusted Data
202,33.44140495867769,50,11,61,21.187416489603777,-4.822267863693554,Trusted Data
203,30.569999999999997,99,16,76,-58.59586143004935,-1.0078550609222248,Trusted Data
204,39.260000000000005,95,10,36,-9.78018760499235,-60.78324074619954,Trusted Data
205,39.620000000000005,45,18,30,75.51130422131621,-159.43649648642628,Trusted Data
206,39.92,10,11,15,14.337795584168063,58.115826309002216,Malware Detected (backdoor)
207,33.945537190082646,69,17,100,86.35354089658398,52.22305937178385,Trusted Data
208,40.07,57,18,51,15.198235110478436,-141.76778195977099,Trusted Data
209,31.14575757575757,49,14,58,-49.67613073223142,-174.5245054165449,Trusted Data
210,40.58,50,13,72,31.236650790416775,175.09034751729655,Trusted Data
211,31.58515151515151,67,18,99,-5.630147281504563,27.0084557636832,Malware Detected (injection)
212,34.771983471074385,17,15,18,39.5586379759321,55.46696644758924,Trusted Data
213,41.3,12,11,48,-67.80218122381058,-11.789359387443142,Malware Detected (scanning)
214,32.33515151515151,21,14,27,-25.096535143842218,-149.25566226176105,Malware Detected (ddos)
215,34.9207438016529,89,10,60,12.818329545244396,46.35582446781271,Malware Detected (ransomware)
216,35.41661157024794,41,11,13,61.25978513764349,68.71680334786004,Trusted Data
217,41.779999999999994,74,12,73,-1.055972740924389,108.47570771462733,Malware Detected (ransomware)
218,32.53969696969696,100,18,27,-84.5545208317358,-179.26205117303522,Trusted Data
219,32.744242424242415,65,13,53,-87.29047441694834,165.3339314374212,Trusted Data
220,42.50999999999999,75,18,18,57.54673203041909,-170.12520069787334,Malware Detected (ddos)
221,35.52661157024794,72,18,62,85.24921709915739,138.45279834844422,Trusted Data
222,42.68999999999999,16,20,16,50.65944125855265,-128.917381029497,Malware Detected (ransomware)
223,36.039008264462815,36,15,73,1.077918012360925,-14.242434741084281,Trusted Data
224,33.145757575757564,55,14,86,-7.942505977849834,-96.08975703951263,Trusted Data
225,42.84999999999999,66,18,90,3.822931518822301,5.5292858260428375,Trusted Data
226,33.79727272727271,52,15,75,-70.21225045487486,-167.47515306313636,Trusted Data
227,43.749999999999986,37,15,24,35.136776798374086,-128.56719622850756,Trusted Data
228,43.98999999999999,55,10,99,34.09090596687105,-112.20736185681463,Trusted Data
229,34.36545454545453,69,11,68,2.3632547267376367,-138.54821923973242,Malware Detected (password)
230,36.64231404958678,24,19,47,87.3609111934594,-97.75790673433755,Malware Detected (scanning)
231,34.88060606060605,49,10,25,-76.50068921151443,134.4968192619354,Malware Detected (xss)
232,37.030743801652896,22,20,28,49.60504842670255,-28.422327014966328,Malware Detected (ddos)
233,37.26214876033058,32,12,76,69.04740632226245,-39.14234386382759,Trusted Data
234,35.069999999999986,40,11,81,-63.5867013330437,-153.1460984360158,Malware Detected (scanning)
235,44.97999999999999,51,11,64,-12.529953188355677,156.32569438838624,Malware Detected (ddos)
236,45.61999999999999,53,19,30,7.108046514514967,107.07801848385611,Trusted Data
237,37.890247933884304,43,15,77,-41.183576633237315,28.368707713449425,Trusted Data
238,45.91999999999999,92,13,25,-19.39720134078796,115.08385784816574,Trusted Data
239,35.68363636363635,76,16,76,-27.497909899727105,98.98970243814438,Trusted Data
240,46.16999999999999,71,10,87,-22.85557974348997,-109.01100436581879,Trusted Data
241,36.25939393939393,52,14,43,-86.41016167088922,-79.86104261468047,Trusted Data
242,38.52661157024794,61,17,19,84.34710253847868,-136.83012510288333,Malware Detected (xss)
243,38.68363636363637,74,15,24,67.3013170098358,63.32940268301002,Trusted Data
244,38.881983471074385,84,19,98,83.80611911941747,-128.5649751949539,Trusted Data
245,36.58515151515151,81,10,17,-80.58153505825409,-178.54643041144854,Trusted Data
246,36.713939393939384,80,17,55,-69.55993665816248,64.11806950156358,Trusted Data
247,39.691900826446286,53,13,11,39.026130518370536,-33.79650703271088,Malware Detected (dos)
248,39.801900826446285,68,10,50,83.83874874492545,111.45805361706954,Trusted Data
249,47.039999999999985,32,17,90,64.95317842402466,37.691355361918,Malware Detected (ransomware)
250,40.21512396694215,16,13,67,-18.274275439705093,47.85685098955986,Trusted Data
251,40.76884297520662,49,11,46,1.4570483188098677,-25.098968664747957,Malware Detected (backdoor)
252,37.13060606060605,72,12,85,-2.567556191516715,154.72498895228972,Malware Detected (scanning)
253,47.93999999999998,30,12,29,7.142193694929162,16.494334983356623,Trusted Data
254,48.22999999999998,78,17,49,46.478503699708085,154.31672446575374,Malware Detected (scanning)
255,37.77454545454544,24,19,93,-17.427532751474217,-115.84097462534069,Trusted Data
256,48.719999999999985,46,19,53,-16.50062007891674,60.23310830389224,Trusted Data
257,41.149008264462815,38,11,60,46.880085485185646,-103.67860306357579,Malware Detected (password)
258,38.47909090909089,100,17,13,-50.477415980891664,-147.79148776700444,Trusted Data
259,49.249999999999986,29,13,32,-48.78017667501608,99.51645212640182,Trusted Data
260,49.569999999999986,70,13,14,-7.150956734872949,-101.90427905755882,Trusted Data
261,41.644876033057855,41,14,69,36.64006509420443,9.669971900253842,Trusted Data
262,49.70999999999999,29,18,27,20.074061875848003,156.46074732989229,Trusted Data
263,38.58909090909089,89,19,67,7.714506431904951,-131.4007771587097,Malware Detected (ransomware)
264,49.97999999999999,83,18,13,51.15032856522828,-165.72978662108838,Malware Detected (scanning)
265,50.10999999999999,78,17,82,69.15922030008062,-113.37264526733088,Trusted Data
266,39.09666666666665,63,13,31,21.71003519381732,-161.09425524501754,Trusted Data
267,39.331515151515134,75,12,24,-13.848282977177405,-146.77986590649405,Malware Detected (ddos)
268,42.21512396694215,17,13,71,39.45221204417797,-7.356300252696741,Trusted Data
269,50.92999999999999,55,18,41,2.6010611598116924,150.39260406323461,Trusted Data
270,42.801900826446285,26,15,10,35.16812658059119,77.1981642390121,Malware Detected (injection)
271,51.33999999999999,59,10,39,28.093587115213992,147.34546406015994,Malware Detected (ddos)
272,42.911900826446285,37,13,29,7.449462090840385,1.8884808250913636,Trusted Data
273,39.513333333333314,33,13,83,-59.1144487605155,-165.8803306481062,Trusted Data
274,43.15157024793389,28,11,95,43.89109690234031,88.345552153862,Malware Detected (backdoor)
275,51.72999999999999,82,12,54,88.33831058803261,35.6031215986977,Trusted Data
276,52.26999999999999,16,17,24,16.763154155461663,68.49089303748542,Malware Detected (xss)
277,43.93669421487604,83,16,35,81.3239231768861,102.42939371193802,Trusted Data
278,52.50999999999999,26,19,33,2.394715461043006,100.56224242601957,Malware Detected (ddos)
279,40.14212121212119,48,13,89,-40.56185284896205,24.75455686687343,Trusted Data
280,52.83999999999999,52,13,10,-45.98003164444807,12.012385795675016,Trusted Data
281,40.81636363636361,62,13,12,-88.09869775144395,89.72835093029687,Trusted Data
282,52.94999999999999,44,12,87,61.850730423096394,-176.66078026549064,Trusted Data
283,44.225950413223146,64,20,29,12.16274732971064,50.637968290280355,Malware Detected (backdoor)
284,40.92636363636361,90,10,12,-59.57246054481111,-84.62083717623906,Trusted Data
285,41.03636363636361,92,19,59,32.378608168581835,177.4964798606457,Malware Detected (xss)
286,44.46561983471075,68,19,43,68.6665452672681,118.52217729786145,Trusted Data
287,41.483333333333306,35,16,24,-79.4282065990839,-7.537932085007185,Trusted Data
288,41.665151515151486,55,14,32,-63.118893361808276,70.12283895747896,Trusted Data
289,44.8209917355372,14,18,80,58.19894022758112,-46.54723126814869,Trusted Data
290,53.819999999999986,34,17,54,-28.191880825027987,-82.18529315502118,Malware Detected (injection)
291,41.90757575757573,27,14,88,-71.85148092183749,24.128451583381292,Malware Detected (ransomware)
292,54.359999999999985,61,14,91,-78.1127329119741,-112.23196075907902,Trusted Data
293,45.48214876033059,20,18,71,45.165651594374566,171.63774993926444,Trusted Data
294,42.57424242424239,15,14,88,-87.47892163180482,39.49091100365763,Malware Detected (scanning)
295,46.06892561983472,59,17,49,-47.150008451305574,-13.053357819109436,Malware Detected (ddos)
296,55.26999999999998,63,11,61,-87.47636191972065,170.31936885579313,Trusted Data
297,43.24090909090906,67,14,27,-22.576696336184497,-143.77566192979336,Trusted Data
298,46.47388429752067,27,10,74,89.63854123653107,132.66302223037633,Malware Detected (backdoor)
299,43.44545454545451,96,10,88,4.899312546695867,-174.12717001093927,Trusted Data
300,55.87999999999998,61,13,16,-51.58996389422092,32.660185787804465,Trusted Data
301,56.03999999999998,56,20,95,-74.81818426515963,-177.67801183683633,Trusted Data
302,56.98999999999998,59,14,10,18.068185443052215,130.20688130985297,Trusted Data
303,44.112121212121174,99,10,93,-65.66300285119794,-47.022773476018784,Malware Detected (injection)
304,57.09999999999998,60,11,53,-38.982625469698476,-172.1789110900319,Trusted Data
305,44.81666666666663,82,10,82,-83.55141477656106,91.5555833869343,Malware Detected (password)
306,47.08545454545455,50,19,14,-36.90378685578526,73.94839333683782,Trusted Data
307,47.201157024793396,11,18,68,-31.352813022993004,155.81622764155435,Trusted Data
308,57.62999999999998,99,18,87,-36.46099715463051,-155.3998697422902,Trusted Data
309,47.76314049586777,38,16,42,19.942667862144575,-75.92516553543688,Malware Detected (injection)
310,48.1102479338843,46,20,63,74.98495032692514,-19.011972645649422,Trusted Data
311,48.63090909090909,75,12,67,-43.19658006702648,31.780521755573602,Trusted Data
312,58.49999999999998,54,17,63,57.07593628708335,-136.3379437693987,Trusted Data
313,59.12999999999998,39,14,46,-7.884677937012938,108.901696680268,Trusted Data
314,45.43787878787875,57,16,43,-88.73722242346601,-156.55037113214374,Trusted Data
315,45.76363636363633,92,11,32,-5.963339262389795,-95.16471449702472,Trusted Data
316,46.00606060606057,91,17,96,-58.282965944429165,67.32671411811884,Malware Detected (scanning)
317,49.18462809917356,45,13,95,65.82898246042612,11.007325102884892,Malware Detected (injection)
318,59.58999999999998,65,17,38,71.77692944889813,162.46892778663442,Trusted Data
319,59.969999999999985,82,12,44,44.5199455854231,-130.1912941768515,Trusted Data
320,49.96975206611571,75,18,51,26.578729451960754,-83.14088492675081,Trusted Data
321,60.40999999999998,91,15,58,59.27465817213454,153.8392449539972,Trusted Data
322,46.7333333333333,42,19,31,-62.30887676294904,-8.747121050254322,Trusted Data
323,50.391239669421495,73,20,80,13.56766199194098,-43.42072934628061,Malware Detected (scanning)
324,51.052396694214885,93,15,31,76.84121014359249,79.22223248468936,Trusted Data
325,46.96818181818178,97,16,31,-65.6485769274475,-95.25169187560252,Trusted Data
326,51.30859504132232,25,18,39,-3.729779290626439,-14.11304900442613,Malware Detected (dos)
327,60.98999999999998,43,15,58,71.42492690507709,155.82308688544657,Trusted Data
328,47.20303030303027,84,18,40,-39.832485683812685,63.15076723396729,Trusted Data
329,47.50606060606057,54,17,90,-85.82594708766962,-99.30058744567212,Trusted Data
330,61.56999999999998,72,19,35,-22.582834161002552,15.07970867814862,Trusted Data
331,61.91999999999998,45,16,38,-23.0295548480417,-146.01672503587903,Trusted Data
332,51.6309090909091,92,15,10,48.225758219511874,68.34534315838582,Trusted Data
333,48.18787878787875,77,15,66,-81.04718283376958,-76.69765551554602,Trusted Data
334,51.7409090909091,37,15,100,73.680043702707,-99.66169170801932,Trusted Data
335,62.29999999999998,96,14,71,59.962361939665726,148.4196423134689,Trusted Data
