TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,CpuTime,TotalLength,UserLatitude,UserLongitude,GA_predicted_DC,SNAKE_predicted_DC,ENSEMBLE_predicted_DC,ENSEMBLE_predicted_VM,SNAKE_predicted_VM
65,94,19,47,10.754397348253596,47,-51.4301971289007,-107.21403328560088,4,4,3,3,1
66,17,14,98,2.995266450544528,98,19.994865911906302,-4.18905581059505,4,4,4,10,11
67,15,10,93,4.926011076428144,93,1.1705656110805478,147.6148381038425,4,4,3,6,5
68,92,12,54,1.0123539546321991,54,-83.55992048892927,-71.63906291600806,4,4,3,10,11
69,69,10,29,13.16421103794382,29,14.750144070263405,128.89210149630185,4,4,4,3,1
70,56,16,83,12.026112858776084,83,61.28196948728916,-141.59824742641422,4,4,5,3,1
71,60,19,12,0.2062387829173478,12,-74.62470761357602,-163.14373383467955,3,3,3,9,11
72,94,14,64,4.191469565725952,64,10.933866521306726,-142.0561409634594,5,5,5,3,4
73,61,14,19,7.038832985278477,19,-33.05782403493047,140.91961450738592,3,3,3,3,1
74,32,15,65,0.4266405461771561,65,-66.77470243005637,-153.17702330032577,3,4,3,11,11
75,43,11,50,3.6582665363431466,50,89.93492917236023,-60.48410356054846,5,5,5,3,3
76,44,17,30,2.1600438026326048,30,80.95318068114278,97.98894899851008,4,5,5,4,3
77,98,16,67,13.43727581614315,67,15.899398749017564,-95.40169666815342,4,4,5,3,1
78,30,20,51,7.911182102468609,51,53.34189918527028,93.9501827065796,4,4,4,3,1
79,99,17,25,2.798509879629328,25,-89.24747073081971,-148.6330110753827,3,3,3,2,1
80,95,14,76,0.3159008160398385,76,8.19122699641521,-133.6685791709169,5,4,5,10,11
81,55,18,33,5.725629103398225,33,-15.182177868037954,173.35576739367656,4,3,3,3,1
82,29,10,31,13.01648454661418,31,61.12308135985606,128.77780865169103,4,4,5,3,1
83,26,11,31,10.91256302948988,31,45.51481845824264,21.43890869026544,4,4,4,3,1
84,37,11,76,12.08929136627515,76,60.93854179606967,-101.471037375743,5,4,5,3,1
85,28,20,10,14.004288645859882,10,74.91829576618846,-161.99944211581226,5,4,5,3,1
86,60,14,26,8.62046330372493,26,-38.11373013966016,139.5848085920192,3,3,3,3,1
87,31,12,50,14.63295906777088,50,46.35934735447484,10.992690729300222,4,4,4,3,1
88,47,16,41,14.032733772293147,41,-86.55502669931421,114.32725073198588,4,3,3,3,1
89,84,19,70,0.701538902743073,70,-47.14761936176977,9.597061183793985,4,4,4,9,11
90,98,10,74,14.81737913281445,74,-74.12805120664032,60.50320860884645,4,4,3,3,1
91,25,16,47,8.33058514910553,47,-78.63257778852885,81.27151460460203,4,4,3,3,1
92,88,20,67,8.094898344159779,67,89.62043652362195,-56.75097720988789,4,5,5,3,1
93,57,15,87,2.540571274472041,87,-4.318853188611712,6.499449364354206,4,4,4,9,11
94,43,19,44,8.05352280548885,44,-61.98507919105977,-69.3728248236068,4,4,3,3,1
95,96,18,51,10.540868462556794,51,54.599583693679705,111.14087150293574,4,4,5,3,1
96,17,10,27,3.0188369055241493,27,-33.527880326403015,-104.2558356280724,3,3,3,2,1
97,68,13,19,8.018409344773163,19,-7.479965999198782,-10.531067636312798,4,4,4,3,1
98,29,11,31,1.2575843289597914,31,76.58781783796314,117.56732179103096,4,5,5,9,9
99,59,14,66,5.422456620643204,66,58.10367947730066,-165.46559300484955,5,5,5,3,3
100,70,16,51,2.2411562456350764,51,70.38936063446258,-61.99415299750605,5,5,5,9,8
101,100,10,36,13.965639293433323,36,-73.81274812853567,-76.94988466116295,3,4,3,3,1
102,25,11,84,12.658830147690098,84,-61.039935194164286,112.33243565269628,4,4,3,3,1
103,67,17,62,9.198414111707166,62,89.17406024419361,27.543012631518508,4,4,5,3,1
104,45,11,33,5.475993781475345,33,32.5499464044012,-128.9323324824673,5,5,5,3,1
105,53,12,18,8.724404184179734,18,63.48874803021283,-154.71965497271069,5,5,5,3,1
106,40,18,51,6.0370874530409,51,-18.44264641008391,80.21947747280649,4,4,4,3,1
107,48,16,27,14.839994023432768,27,34.35500046361123,2.588351379570696,4,4,4,3,1
108,67,10,66,13.368931260413182,66,63.5140418541701,75.60859617663459,4,4,5,3,1
109,87,17,44,13.209404931096724,44,-82.17016914190953,20.55998718468544,4,4,3,3,1
110,40,10,15,7.251675607865709,15,-4.141745943269726,43.62860633241121,4,4,4,3,1
111,14,12,99,5.5133278301998025,99,47.65706161221996,74.82054274172808,4,4,4,5,5
112,60,11,37,1.6230022979510257,37,77.60794409578597,-14.365571389793304,4,5,5,9,8
113,70,10,92,9.858014935077769,92,56.21561707335783,-97.13390466482292,4,4,5,3,1
114,99,18,45,2.680910228199693,45,-37.73008387263671,32.85546122280732,4,4,4,5,5
115,10,19,48,10.65189943420856,48,51.37244199588582,-158.79783637438933,5,5,5,3,1
116,76,20,60,10.332901421344395,60,-60.72843327042338,54.94271191355588,4,4,4,3,1
117,40,16,15,6.581633614257236,15,15.466733913441388,113.55607860832168,4,4,4,3,1
118,13,17,83,11.715893178231422,83,-68.46224129693506,15.20894663813695,4,4,4,3,1
119,72,10,35,7.880278737274233,35,77.93170476470809,2.7558136577505934,4,5,5,3,1
120,71,13,79,13.841451721842589,79,36.30914854259656,-4.17232416767439,4,4,4,3,1
121,67,14,26,12.970457728993573,26,51.090234389051005,86.02171602598116,4,5,4,3,1
122,99,17,81,14.791776915620016,81,-77.07332345216413,21.28000175649791,4,4,3,3,1
123,70,15,10,14.528016851693224,10,-45.448613330939295,-126.33731264989588,3,3,3,3,1
124,33,13,78,5.60091421437459,78,-49.65729709172755,-36.880372782151625,4,4,4,3,3
125,98,18,32,14.904731282162576,32,78.41565939466386,-41.93320598317462,5,5,5,3,1
126,58,17,41,3.8644798666352056,41,61.3665742145771,-167.50606258213637,5,5,5,3,2
127,21,11,92,7.023501728880566,92,-79.02207337931573,-84.59065883533961,4,4,3,3,3
128,86,11,52,3.842065453853605,52,-40.245479660064014,-40.89573282867252,4,4,4,3,3
129,16,16,46,14.991651483844812,46,85.64525509712576,12.725373721270728,4,4,5,3,1
130,12,17,11,9.818225039689096,11,-66.70355656668279,7.821494674968306,3,3,3,3,1
131,17,16,85,13.186753774926494,85,-10.535453079685167,-31.66603948354998,4,4,4,3,1
132,21,13,96,1.4279590585937108,96,-4.011127142904797,115.38761463016874,4,4,4,11,11
133,41,16,50,0.1112239973726081,50,-70.31534561487908,122.58103220880804,4,4,3,9,11
134,100,15,16,14.639964215550505,16,-2.85415599712303,142.44947103968747,3,3,3,3,1
135,72,20,88,0.7591293297747109,88,68.97399731222526,93.93813682331889,4,4,5,11,11
136,56,17,56,9.75779625788007,56,38.77680245391278,-122.46870712554248,5,4,5,3,1
137,39,19,29,6.737768815575912,29,89.76674437225495,-36.32628523345622,4,5,5,3,1
138,59,13,88,7.2986508106764125,88,13.867495933909694,-13.28524890176817,4,4,4,3,2
139,82,16,47,6.336748200067449,47,-28.401089503212454,-34.960422511177825,4,4,4,3,1
140,47,19,26,0.3372876856215945,26,-1.5145649923861697,115.645033947005,4,4,4,9,11
141,62,11,73,0.3168144527805977,73,-2.4623887338990897,156.46090369887145,4,4,3,9,11
142,46,20,15,3.755289378313301,15,30.0209818890921,112.44258699757644,4,4,4,1,1
143,84,13,82,3.460751567714775,82,-56.85686137887672,47.217648382493394,4,4,4,9,9
144,31,10,22,14.610824854352115,22,75.51352289891892,102.85690772874358,5,5,5,3,1
145,47,10,76,6.689226219541896,76,-62.5100557827102,81.70550363923473,4,4,3,3,2
146,82,12,11,3.411052710073305,11,89.21052216713232,22.50880417917012,5,5,5,1,1
147,84,16,15,1.4196356611633916,15,70.48734323364317,104.4973448828863,5,5,5,1,2
148,11,10,68,10.49033279201022,68,-74.6904201576896,-169.71395209465635,4,3,3,3,1
149,91,10,34,4.953788726196315,34,-63.83264166895608,-47.78664537828709,4,4,3,3,1
150,43,11,22,1.2543653380932347,22,-21.954986579535444,46.66996550452103,4,4,4,4,5
151,36,15,96,0.6868069580030584,96,77.09766274232544,-66.47984270987703,4,4,5,10,11
152,69,15,34,0.1961490115603276,34,30.880470737317424,7.66043169900081,4,4,4,9,11
153,42,13,87,6.63449153165148,87,-14.062882494299188,-120.09866612342248,4,4,3,3,3
154,36,12,80,8.786129732839434,80,78.31928521284809,-86.72410433711791,5,4,5,3,1
155,23,18,39,13.702328287176844,39,82.77257691625883,140.7544547989201,4,4,5,3,1
156,33,16,85,8.130692363140062,85,-27.99138572013937,39.82766703689137,4,4,4,3,1
157,16,20,13,2.8390396517296104,13,3.773166744429503,133.58613862765003,3,3,4,1,1
158,13,17,96,14.134006374877131,96,41.065275055230586,2.694914307112924,4,4,4,3,1
159,30,20,13,2.8961681014382434,13,0.7449703051417913,-17.96790997863772,4,4,4,1,1
160,59,20,54,8.148911387402787,54,70.26691235894955,80.9498066066605,4,4,5,3,1
161,42,18,62,7.936361182768937,62,-88.50244170940641,159.42591578854274,3,4,3,3,1
162,45,10,22,9.159956924735615,22,-76.47126362131286,150.18698099863292,3,3,3,3,1
163,12,12,16,12.709526190896112,16,-28.561984277923223,-20.228928254606643,4,4,4,3,1
164,23,20,55,6.393121700509001,55,-72.50053509522206,-86.31215656774211,4,4,3,3,1
165,97,16,41,3.3855558894121733,41,-16.377708013705245,-109.59766532612724,5,4,3,3,3
166,48,16,52,0.4076881306312768,52,-67.2101705850746,130.5445545943203,4,4,3,9,11
167,69,20,84,7.978008104226732,84,68.87748517520939,-157.06663993374792,5,4,5,3,1
168,11,11,78,10.013850420634103,78,16.234732342130343,-168.6863409486885,4,4,5,3,1
169,42,16,14,9.981127995675797,14,32.53915343169474,-71.66521420343155,5,5,5,3,1
170,44,12,44,3.272069188437282,44,88.88889856274673,132.5353403060265,4,5,5,3,3
171,32,10,88,13.94137157517321,88,-1.8990587581671576,111.47723285821776,4,4,4,3,1
172,87,16,100,0.7641786264102324,100,-64.36079648148618,-79.43329639586098,4,4,3,11,11
173,100,20,18,0.3968663380392651,18,-37.51396518585028,150.82282017405038,3,3,3,9,11
174,56,14,61,9.921673490599822,61,-20.72779033017176,71.26959317951182,4,4,4,3,1
175,73,20,44,1.934169975906852,44,-19.83605708902803,-27.59399068047093,4,4,4,9,8
176,73,19,50,8.823582379976294,50,-16.535369805025155,131.69807927267493,4,3,3,3,1
177,76,15,23,4.813950079934327,23,29.52344949984048,-75.09828093273038,5,5,5,3,1
178,70,20,89,2.5133923952659614,89,23.510975052641243,-168.84227106708033,4,4,5,11,11
179,52,12,88,9.622734514922536,88,54.39370544182037,25.168321960597183,4,4,4,3,1
180,96,13,45,14.664612442669386,45,-36.02453208696913,-166.7253125505507,3,3,3,3,1
181,99,18,73,7.548596328165583,73,-32.676473949653904,63.427910594618,4,4,4,3,1
182,100,15,96,6.974534170883201,96,62.23539180052654,133.6021816114491,4,4,5,3,3
183,75,11,17,6.346012153607952,17,-24.842570415196832,16.19140396569341,4,4,4,3,1
184,50,14,47,12.110014362919287,47,-46.32774912721266,145.4332061125993,4,4,3,3,1
185,35,20,74,11.072778104628169,74,-67.09970123294141,138.85368279561834,4,4,3,3,1
186,62,14,44,0.140957292543658,44,-46.08479230202784,3.8114520464763473,4,4,4,9,11
187,11,19,73,12.32285073187506,73,-21.02228811730612,-45.94001616983422,4,4,4,3,1
188,50,10,99,8.133032829958047,99,-83.7794511448624,-25.07773754955676,4,4,3,3,2
189,56,12,15,8.208759433226474,15,39.07844756790652,175.90922243134423,5,5,5,3,1
190,30,15,83,1.6820103853689428,83,47.11280673161341,-169.47211723854662,4,4,5,11,11
191,11,12,12,6.003001493278684,12,12.651644550048672,-135.36311378968006,4,4,5,3,1
192,10,12,92,7.630033767517309,92,32.837595614806105,-29.364825080324152,4,4,4,3,2
193,78,16,42,11.103590022676046,42,26.630567322939243,52.97616394734419,4,4,4,3,1
194,63,20,72,6.211256243801536,72,-54.83434829830863,-9.564365023220034,4,4,4,3,2
195,37,20,27,9.257639667280587,27,-6.727879450575856,-142.50118667077027,3,5,3,3,1
196,26,18,91,0.6340550818784485,91,-84.08022971934507,-72.30840898485206,4,4,3,9,11
197,62,12,26,8.035363839504456,26,-86.24472118482588,55.18020860653695,3,3,3,3,1
198,21,20,30,2.0941771514123904,30,68.59985731679663,5.714679759350361,4,4,4,4,3
199,49,10,41,11.016414865489036,41,-62.39231624353221,75.6111449232198,4,3,3,3,1
200,34,14,10,2.537967655415088,10,-88.30080676503643,6.658840350006585,3,3,3,1,1
201,22,16,28,13.061151006225684,28,-33.29676545530792,164.3062258226526,3,3,3,3,1
202,91,20,15,6.402423056851598,15,-83.57074775320618,-48.00606242546522,3,3,3,3,1
203,91,11,20,5.312545082004188,20,-5.65134862165327,-167.87165145602617,3,5,3,3,1
204,37,12,20,5.85470670424543,20,-30.163147987161807,-177.23219068700814,3,3,3,3,1
205,45,20,96,14.249796932936512,96,-89.20305065581624,137.0179528844116,4,4,3,3,1
206,61,13,77,1.7769728521596084,77,-86.88500642928092,-40.27083516946942,4,4,3,11,11
207,54,19,60,2.16915020142109,60,-39.7832199746899,50.83093025646448,4,4,4,9,10
208,64,13,62,2.000286600057108,62,6.937519334307723,-156.0082843574893,4,4,3,10,11
209,80,15,91,11.288369265239334,91,-9.197916861015427,47.35607823621672,4,4,4,3,1
210,38,15,41,2.456611336424121,41,-81.29472699653262,83.38676706506573,4,4,3,5,5
211,57,10,23,7.287136102413952,23,-49.76080703241627,-58.600076008454096,3,4,4,3,1
212,100,20,53,2.7279763654733102,53,58.93385011473043,172.63403630768357,4,5,5,3,6
213,56,10,54,9.476741927220631,54,49.344155316924656,91.20948502444548,4,4,4,3,1
214,37,14,57,11.960437955513592,57,81.49451447305134,107.27194489960982,4,4,5,3,1
215,46,14,84,6.568672160560224,84,37.84044161571477,-144.17429276018092,4,4,5,3,3
216,42,18,42,12.066198799983653,42,35.56353891779709,-68.38940740704953,4,4,5,3,1
217,15,11,39,12.56874432569616,39,-89.36307643809369,85.02532830467868,3,3,3,3,1
218,49,11,35,5.327107631587557,35,52.714225872211045,90.20500358122388,4,5,4,3,1
219,91,11,88,2.7608032647750145,88,17.411532474096205,144.9874123860618,4,4,4,9,11
220,78,13,14,3.1763098432554444,14,38.27234554070341,31.12299947884213,5,5,4,1,1
221,67,12,27,0.5851767203548769,27,-49.62564774789303,175.6034876006844,3,3,3,9,11
222,94,13,69,1.859698798617608,69,58.66540063055072,41.58169654805701,4,4,5,10,11
223,53,13,95,14.14734198948355,95,20.602035974667245,81.8132224258706,4,4,4,3,1
224,26,15,45,1.5647297581395097,45,28.825502195086187,141.68941935340143,4,4,4,9,10
225,24,12,14,8.103286823709228,14,76.78236537657057,161.80751554926172,5,5,5,3,1
226,40,14,93,2.1492824764430294,93,-42.1110862043756,146.7787752710875,4,4,3,10,11
227,35,18,54,0.9282806179598602,54,86.55204946900949,-113.10708946675524,5,5,5,11,11
228,46,12,81,0.987650130672758,81,73.48384022075157,-93.78341579149811,5,4,5,11,11
229,75,12,91,1.2457613010216997,91,65.14399947676327,108.34475825505672,4,4,5,11,11
230,21,10,97,9.542019140637777,97,3.0664810760657275,-129.71972960351573,4,4,3,3,1
231,21,10,90,10.81078857447486,90,-15.75629601551367,-76.93305248705795,4,4,4,3,1
232,33,11,71,6.513465910542962,71,-36.39656152735172,165.1224054382863,4,4,3,3,1
233,96,10,96,9.536745049777664,96,-73.56376408173364,31.505692635171982,4,4,3,3,1
234,93,19,69,14.105240901705123,69,-74.41751456427194,-169.55519261913804,3,4,3,3,1
235,60,13,99,13.525780689236916,99,-32.604572417666574,8.32513107233126,4,4,4,3,1
236,79,14,71,7.835901330835326,71,-8.96432818102997,-175.6840891798251,4,4,3,3,1
237,78,19,32,7.346243522937346,32,43.88170124948371,169.5174335270773,4,5,5,3,1
238,81,20,37,8.260771820052518,37,3.319854624544419,-142.29815663160548,5,5,5,3,1
239,96,12,95,10.091143638822274,95,-42.63361203250096,27.85579224862616,4,4,4,3,1
240,56,14,35,9.401254755274367,35,78.99153959258223,178.0472348368299,5,5,5,3,1
241,43,13,91,6.327939568932364,91,-42.1041063470256,-140.8781182270573,4,4,3,3,3
242,59,16,61,0.0873323247313406,61,-8.339439494057885,-94.83458658445534,4,4,5,9,11
243,51,20,30,4.626338881970849,30,89.67686552429234,-75.48032188950077,5,5,5,3,1
244,95,17,25,9.56403617623619,25,-60.83381201044743,-135.53468017004758,3,3,3,3,1
245,47,11,32,3.186261332849218,32,76.1505326228187,154.79918291447956,5,5,5,2,1
246,17,19,72,7.21738317694508,72,-52.671782225800925,69.1704546800066,4,4,4,3,1
247,98,11,35,14.94092129690266,35,-20.28412483088812,-2.9077289125509083,4,5,4,3,1
248,24,18,19,8.530211954333952,19,-84.67947236340711,71.49554464162196,3,3,3,3,1
249,39,18,53,5.362673395403267,53,-28.974867281226025,-48.45893061643236,4,4,4,3,1
250,12,13,57,3.7107373631199954,57,29.668882384494523,136.23614707965373,4,4,4,5,3
251,48,14,22,12.607811600952564,22,-24.45186371501753,77.01137009941976,4,3,4,3,1
252,74,14,66,6.410716137923434,66,23.83551354850925,-25.53541838489039,4,4,4,3,1
253,22,10,95,2.0304073149690844,95,80.2229604578084,89.82635372608087,4,4,4,10,11
254,85,18,95,3.442049706391307,95,-75.1900434590635,-110.67189042138344,4,4,3,9,10
255,30,17,38,9.441226026853707,38,-63.57997604869924,-75.53211729520552,4,4,3,3,1
256,82,20,74,7.276007829875995,74,-11.289917437353523,65.33514825192646,4,4,4,3,1
257,67,10,13,0.4156806829676451,13,-85.37916428646741,172.69400904805502,3,3,3,9,10
258,50,11,76,9.209385686226458,76,-83.22458484442765,179.95396516253334,4,4,3,3,1
259,22,19,51,10.288487575390668,51,61.32742418957804,-51.43889139273455,4,4,5,3,1
260,31,15,36,2.900089401880719,36,-67.96940196027877,101.88232722921197,4,3,3,3,3
261,55,15,57,6.782837599220532,57,-88.62883408297802,153.29278500596035,4,4,3,3,1
262,82,13,54,5.319823131109943,54,-39.69652134608761,-120.92082477776336,4,4,3,3,1
263,48,12,42,4.048892521572724,42,-0.8498702340581445,-62.89354407506727,4,4,4,3,1
264,54,13,13,13.826786274671408,13,42.329276961939314,-156.9009070352837,5,5,5,3,1
265,26,17,34,8.407741831377987,34,60.971136980218944,87.12889292631695,4,4,4,3,1
266,88,11,52,4.885895238001973,52,-44.08577941285984,36.31427072345176,4,4,4,3,2
267,41,20,57,4.541369931010561,57,9.575162774444522,-175.05340653786868,4,5,5,3,3
268,65,13,78,13.531513026194512,78,29.28281716863529,-114.00150348562504,4,4,5,3,1
269,90,20,67,7.873788991929934,67,-86.0484271414598,-101.2273414406068,4,4,3,3,1
270,58,14,39,12.614587306321958,39,66.16441522909358,68.08689266504973,4,4,5,3,1
271,84,18,67,5.731480172418996,67,87.62739220758704,-82.36123218504763,5,5,5,3,2
272,100,13,57,4.667133329373284,57,8.234359963895955,-26.12981292934478,4,4,5,3,3
273,24,15,35,14.000803830532377,35,55.739784550653525,-33.5989367936599,4,4,5,3,1
274,73,12,89,5.4863679254356885,89,7.686611054281329,16.65443072284839,4,4,4,5,4
275,98,20,75,2.868952054753761,75,-23.740665500204088,107.8785537702359,4,4,3,9,10
276,46,15,67,2.5563559525669968,67,-33.74640790727703,103.06625033376385,4,4,4,9,10
277,12,19,78,3.105067403643886,78,-67.3851496842762,82.10424941507591,4,4,3,9,9
278,27,12,64,11.630258526655474,64,45.96955195490631,179.67255160843388,4,4,5,3,1
279,63,20,71,13.909942219606965,71,21.140474589565045,-1.606902868071785,4,4,4,3,1
280,100,10,13,13.910325686985578,13,-2.339501065289838,139.42143221738598,3,5,4,3,1
281,84,20,79,5.386407157413371,79,-36.74382089982904,14.849334319585324,4,4,4,3,3
282,15,10,82,4.863780341731015,82,-8.94552709599408,157.5732313397682,4,4,3,5,4
283,72,19,99,6.585355249556628,99,-28.164168487235106,99.97411074864272,4,4,4,3,3
284,41,17,92,6.173456940751648,92,-21.04964972447065,134.63586620942698,4,4,3,3,3
285,68,13,37,7.815939488743265,37,-50.64099823648919,-75.16581840005594,4,4,3,3,1
286,76,16,79,14.960766799076971,79,-12.092908710219632,5.880891128914129,4,4,4,3,1
287,30,19,97,1.7162379587136196,97,-7.361798736127696,140.45147882005796,4,4,3,11,11
288,13,18,28,4.61393708723974,28,-14.20547948904428,69.29176586109463,4,4,4,3,1
289,90,16,86,11.174625518132766,86,83.11050540432598,-111.21063540796638,5,4,5,3,1
290,21,17,56,8.153482442489894,56,-13.879517721451364,-75.68052114762817,4,4,4,3,1
291,74,14,15,7.411334413508481,15,-28.649161422004376,72.73489130644757,4,4,4,3,1
292,75,18,73,10.146277818645384,73,67.63190182861405,-32.550458242869354,4,4,5,3,1
293,91,13,50,11.204843754289064,50,17.99523214503398,-35.585844476574664,4,4,5,3,1
294,34,10,100,5.487027620354364,100,30.74404261399738,-12.27645310269824,4,4,4,5,5
295,66,15,25,12.477329008116014,25,-46.487300189436496,-3.962157763802452,4,4,4,3,1
296,94,14,70,9.95549816270482,70,-52.594551627430285,-80.8476397505273,4,4,3,3,1
297,87,15,75,2.843517968446925,75,-45.5808879928695,-40.38419482639924,4,4,4,9,10
298,70,12,29,12.076301444424276,29,37.41624223014709,-125.98413367536592,5,5,5,3,1
299,75,19,24,12.9143097829361,24,-83.96777703967133,127.18245099134408,3,3,3,3,1
300,99,16,25,9.638611671677443,25,-16.051595079997682,-128.82768527448624,5,5,3,3,1
301,79,18,42,11.504574209731858,42,-4.5426289185174085,-166.4721589441857,3,5,3,3,1
302,99,14,17,1.706035983684176,17,8.561010360141879,53.49715443073663,4,4,4,1,1
303,78,11,22,3.6898424039732847,22,61.24056037853336,168.0812050696893,5,5,5,1,1
304,58,15,31,3.602171080777949,31,-88.40424397062556,32.56770677807543,3,3,3,2,1
