,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,TaskFileSize_binned_small,TaskFileSize_binned_medium,TaskFileSize_binned_large,"UserRegion_(-0.095, 44.832]_(-180.331, -89.98]","UserRegion_(-0.095, 44.832]_(-89.98, 0.0105]","UserRegion_(-0.095, 44.832]_(0.0105, 90.001]","UserRegion_(-0.095, 44.832]_(90.001, 179.992]","UserRegion_(-45.022, -0.095]_(-180.331, -89.98]","UserRegion_(-45.022, -0.095]_(-89.98, 0.0105]","UserRegion_(-45.022, -0.095]_(0.0105, 90.001]","UserRegion_(-45.022, -0.095]_(90.001, 179.992]","UserRegion_(-90.129, -45.022]_(-180.331, -89.98]","UserRegion_(-90.129, -45.022]_(-89.98, 0.0105]","UserRegion_(-90.129, -45.022]_(0.0105, 90.001]","UserRegion_(-90.129, -45.022]_(90.001, 179.992]","UserRegion_(44.832, 89.76]_(-180.331, -89.98]","UserRegion_(44.832, 89.76]_(-89.98, 0.0105]","UserRegion_(44.832, 89.76]_(0.0105, 90.001]","UserRegion_(44.832, 89.76]_(90.001, 179.992]",TaskFileSize_DataCenterID_interaction,FileProcessingTime_Tier
72,90,12,61,-34.85527542,-36.48615817,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,270,Tier 1
73,54,20,41,-24.64546409,40.08236376,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,216,Tier 1
74,77,20,37,-13.20730372,9.161777825,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,231,Tier 1
75,75,17,53,77.99117499,56.55010443,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,375,Tier 2
76,15,14,67,54.4048605,-46.67983804,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,60,Tier 1
77,19,20,32,60.26968232,168.9773758,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,76,Tier 1
78,86,12,14,-25.86161979,-179.9706025,5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,430,Tier 2
79,11,12,72,-54.39237614,-2.464694787,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,33,Tier 1
80,11,18,22,-79.87462465,-36.92934983,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,44,Tier 1
81,82,14,10,-7.456527252,157.0803735,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,328,Tier 1
82,30,11,99,-48.95822981,-113.289547,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,150,Tier 2
83,11,13,42,-50.86490537,-114.0226118,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,33,Tier 1
84,28,16,58,0.56760627,5.31704532,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,84,Tier 1
85,64,15,23,-13.96686349,55.3393383,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,256,Tier 1
86,47,11,97,-35.01688696,-89.36020862,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,235,Tier 2
87,82,11,29,71.28949146,-5.555125162,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,410,Tier 2
88,13,15,23,-45.82093357,-0.983668044,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,39,Tier 1
89,20,16,24,46.43744769,-107.748487,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,100,Tier 2
90,40,17,13,69.50782771,-109.3176093,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,200,Tier 2
91,63,18,47,37.80747515,1.269045602,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,252,Tier 1
92,46,12,48,69.48209497,29.62033594,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,138,Tier 1
93,61,20,36,28.18499261,-140.2232401,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,305,Tier 2
94,23,20,30,51.99305634,-75.58667664,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,92,Tier 1
95,12,19,40,-18.68521183,-87.0724499,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,36,Tier 1
96,58,16,44,-27.91649862,-115.3400594,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,232,Tier 1
97,55,12,78,-45.82091581,113.7925007,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,165,Tier 1
98,76,19,24,85.86230093,45.87941901,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,228,Tier 1
99,76,12,12,-12.47277281,5.576850899,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,228,Tier 1
100,74,11,58,48.95756896,40.24066452,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,370,Tier 2
101,65,15,98,56.82203217,132.3324389,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,260,Tier 1
102,65,18,20,-35.13882243,9.887073733,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,195,Tier 1
103,99,11,70,25.4739563,-4.779709143,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,495,Tier 2
104,100,14,38,-27.57751654,144.6945848,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,400,Tier 1
105,73,14,38,44.32319901,-124.3574996,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,292,Tier 1
106,79,11,34,70.47682158,2.232788538,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,237,Tier 1
107,46,16,42,31.31847791,-176.549753,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,230,Tier 2
108,72,12,73,-52.07344617,56.9033963,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,216,Tier 1
109,90,14,46,35.89638098,117.2337739,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,450,Tier 2
110,98,12,42,70.05413796,91.66002336,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,294,Tier 1
111,30,18,12,-2.421502011,149.8844314,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,150,Tier 2
112,51,15,85,-30.0149151,9.470337973,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,255,Tier 2
113,48,14,46,47.35041674,-41.08840298,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,192,Tier 1
114,99,17,56,-45.93854901,-39.63129938,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,297,Tier 1
115,89,19,23,-34.96174618,-38.33955079,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,445,Tier 2
116,84,15,64,-39.54376924,-106.8046616,5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,420,Tier 2
117,100,17,84,26.18119211,137.1815655,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,400,Tier 1
118,17,19,57,81.7410066,76.21350035,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,68,Tier 1
119,74,12,31,77.09372291,161.6449229,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,222,Tier 1
120,67,15,23,-79.70094042,58.02515383,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,268,Tier 1
121,85,18,73,24.15782827,-170.6717168,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255,Tier 1
122,78,19,41,85.02206984,-65.57258982,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,312,Tier 1
123,100,11,72,35.72519598,-114.8706749,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,300,Tier 1
124,27,13,77,17.80816595,-76.88671887,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135,Tier 2
125,63,17,77,-78.96511652,-29.16623108,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,252,Tier 1
126,98,11,49,-10.37369308,-155.0225519,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,294,Tier 1
127,48,13,50,-61.91172743,-29.91616021,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,144,Tier 1
128,36,12,84,50.75360201,-165.8154217,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,180,Tier 2
129,56,10,97,2.986586603,38.6399696,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,280,Tier 2
130,59,20,93,-78.974391,-139.5471275,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,236,Tier 1
131,81,12,44,69.3812349,103.4816209,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,243,Tier 1
132,64,16,24,-34.00192536,74.25615706,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,320,Tier 2
133,15,15,61,-29.55798238,-71.44971063,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,60,Tier 1
134,47,19,88,-13.0773531,-39.03211,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,141,Tier 1
135,92,19,81,-14.83930945,81.24655099,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,460,Tier 2
136,29,19,16,80.11475479,10.37054184,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,145,Tier 2
137,51,17,54,27.24557145,-45.05933804,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204,Tier 1
138,85,12,43,64.81571453,-42.42805169,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,425,Tier 2
139,62,15,27,46.17558139,113.9475434,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,186,Tier 1
140,24,11,30,-76.60276569,-115.4554101,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,96,Tier 1
141,86,14,24,-44.21641481,-126.8844316,5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,430,Tier 2
142,54,10,89,-73.92336307,-76.7954527,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,162,Tier 1
143,85,14,91,46.68608329,-147.4461234,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,340,Tier 1
144,23,20,58,87.47183499,-68.1310121,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,115,Tier 2
145,28,20,90,-25.80071151,-116.4794551,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,84,Tier 1
146,99,17,21,84.48155067,122.0588355,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,396,Tier 1
147,11,14,14,-18.08449757,-162.7857745,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,44,Tier 1
148,52,20,31,41.14882042,-55.30809001,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,260,Tier 2
149,51,13,92,31.7719885,8.510827106,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,204,Tier 1
150,75,10,47,-21.21120692,88.11744412,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,225,Tier 1
151,51,20,13,0.07395173,-142.75829,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255,Tier 2
152,70,16,96,-62.58798604,-69.25593343,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,210,Tier 1
153,85,12,50,-44.82461819,70.3518,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,340,Tier 1
154,91,14,77,14.48976834,179.9915389,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,455,Tier 2
155,20,16,85,35.19001158,174.6622193,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,Tier 2
156,60,16,54,-78.81713384,-146.824787,4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,240,Tier 1
157,71,18,94,23.75140676,87.65423448,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,213,Tier 1
158,23,12,23,16.64306844,-101.6477826,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69,Tier 1
159,77,19,60,44.66676009,76.4992188,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,308,Tier 1
160,98,17,76,70.81873919,141.2681767,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,490,Tier 2
161,91,11,51,-72.19631422,-23.02992457,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,273,Tier 1
162,62,12,57,43.82488637,-26.1278372,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,310,Tier 2
163,22,12,86,40.19211191,73.08838444,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,88,Tier 1
164,28,17,45,61.96583837,-131.8504013,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,140,Tier 2
165,22,12,92,40.36336298,-138.7572926,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110,Tier 2
166,87,10,98,38.12661266,153.3587987,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,261,Tier 1
167,66,10,27,-28.89500816,56.83854456,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,330,Tier 2
168,99,19,74,57.09934657,109.8120426,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,297,Tier 1
169,18,18,68,-23.51354244,138.5327219,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,72,Tier 1
170,80,15,28,-87.92965076,154.2382728,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,400,Tier 2
171,64,12,63,56.37462809,-170.8581044,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,192,Tier 1
172,37,19,16,2.609524192,-167.392007,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111,Tier 1
173,34,16,100,76.49725058,166.6917563,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,136,Tier 1
174,37,20,16,-84.85297603,-90.01377226,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,148,Tier 1
175,73,10,66,-73.17939703,24.84762003,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,365,Tier 2
176,92,18,82,-57.31281073,71.47900826,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,368,Tier 1
177,38,11,40,36.05038619,43.66174492,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,114,Tier 1
178,32,10,41,-14.67248923,-81.37129155,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,160,Tier 2
179,75,16,17,-23.8146838,31.3563309,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,300,Tier 1
180,92,18,21,46.23539732,-76.91509898,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,368,Tier 1
181,81,15,40,-24.38840227,22.49809522,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,243,Tier 1
182,37,17,22,76.06742169,-135.1721581,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,148,Tier 1
183,77,13,82,-65.3955262,139.0563631,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,231,Tier 1
184,84,11,66,-56.33890613,-105.2525419,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,420,Tier 2
