TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,CpuTime,TotalLength,UserLatitude,UserLongitude,DataCenterID,VmID
85,32,19,20,5.608391608,73,35.90858326,-143.9520089,5,5
86,73,14,11,3.345580686,98,61.80002689,109.9971818,5,13
87,89,13,18,1.227647059,21,-60.78541833,-33.26619153,3,7
88,23,11,22,1.419607843,22,-34.66505137,162.6646312,3,6
89,82,12,11,5.170743996,88,32.33192679,148.984507,5,7
90,65,13,19,6.265734266,82,31.25269415,77.94817008,4,5
91,97,11,14,1.205925926,31,-33.88346514,-70.88762161,5,11
92,100,20,18,3.538375286,60,10.53658797,-140.6359484,5,7
93,88,18,18,2.650319285,67,80.41852595,52.8761655,5,11
94,11,18,16,2.153846154,28,48.04653469,-5.503285007,4,5
95,28,15,18,3.496503497,46,87.31313676,-26.35627018,5,5
96,17,11,12,2.237819549,34,-11.99705545,23.94062341,4,6
97,23,15,22,1.194482759,30,89.39378882,20.75592052,5,11
98,94,18,10,0.52,13,9.576628356,-148.6849794,3,11
99,15,14,25,4.176747431,88,-45.95646222,6.259223739,4,9
100,23,19,21,2.561327561,29,-13.69155316,75.53362611,4,4
101,45,15,18,6.713286713,88,-64.53568036,45.67186762,3,5
102,67,14,23,0.924731183,25,10.56109118,123.7051083,4,12
103,31,14,21,3.439501916,86,-33.26422514,136.6568992,3,11
104,53,10,22,4.209948144,72,-12.87910021,178.168362,3,7
105,27,14,25,6.776223776,89,60.05892962,-74.34852408,5,5
106,37,17,13,3.927560664,99,-64.73894073,-109.1584342,3,11
107,65,10,13,0.866666667,13,12.68253431,-28.06033909,4,6
108,83,10,13,0.965072464,15,-73.26865138,-27.24271815,3,6
109,41,12,12,4.562973931,96,-33.25391941,-34.81871508,4,9
110,68,10,11,5.993006993,78,2.37241022,-17.22923096,5,5
111,12,15,25,0.38,10,39.90239177,-111.4429875,5,11
112,15,20,17,1.265185185,35,63.00467362,152.5638808,4,12
113,70,10,12,2.772337662,31,-57.53286157,121.5881404,3,4
114,33,14,12,2.097228608,52,76.7870418,46.98843525,5,11
115,41,13,23,0.8,12,-70.11284014,162.1509492,3,6
116,19,13,15,1.733784461,27,48.63691198,-92.36173584,5,6
117,75,12,23,1.172413793,34,-5.844646212,-124.4216782,5,13
118,11,18,21,6.356643357,83,-31.5762403,-57.26401825,4,5
119,37,19,17,2.666666667,40,-65.62592079,141.445065,3,6
120,77,17,24,3.951979566,99,-76.50570735,133.9162488,3,11
121,63,14,18,3.639698992,77,-81.16387602,158.9178009,3,9
122,26,14,25,5.013986014,66,73.42857248,88.66196441,4,5
123,40,12,15,1.629254658,25,13.69111527,-29.48117225,4,6
124,56,19,10,1.506493506,17,53.74683209,88.28350526,4,4
125,10,16,11,2.717598978,68,-13.14636265,146.7364611,3,11
126,35,20,17,2.111111111,15,86.60897602,-100.578458,5,2
127,24,12,13,1.398879552,21,32.12593358,-58.00103976,5,6
128,55,20,21,3.538461538,46,62.51831926,-11.96966232,5,5
129,53,12,13,1.481644008,23,66.03903241,-137.0165051,5,6
130,60,15,22,4.301540232,74,74.54411486,65.20670399,5,7
131,29,11,12,2.642024642,30,70.22458731,-79.34464285,4,4
132,45,19,13,2.099310345,53,-59.59343441,73.0262029,3,11
133,17,13,23,1.615384615,21,-57.8934734,-62.72568119,3,5
134,95,12,25,0.93063857,26,64.48009404,-87.40858861,5,12
135,16,13,18,7.692307692,100,-88.32563522,-83.29690803,3,5
136,100,18,12,1.266666667,19,36.63939133,85.8606804,4,6
137,23,12,25,1.982129236,30,13.13396154,-25.10976493,4,6
138,89,11,17,1.09037037,28,-38.9613604,160.5002983,3,11
139,56,19,16,2.579443826,75,-36.38057747,-82.98825949,3,13
140,17,10,23,4.435372254,94,76.15174465,126.3654031,4,9
141,97,16,20,6.769230769,88,60.03036183,56.0947341,5,5
142,39,18,18,0.940689655,24,-87.37506042,134.6352662,3,11
143,87,19,18,0.939259259,24,-69.20742804,-59.616408,3,11
144,77,15,17,3.826131826,73,-34.62246034,72.62528096,4,8
145,35,14,14,1.93063857,56,-50.45799742,-63.32947083,4,13
146,72,18,25,0.76,19,-53.13811313,152.1818602,3,11
147,23,11,15,6.538461538,85,39.49691344,-30.08434579,4,5
148,87,14,10,1.501960784,23,-35.44628526,-121.1035131,3,6
149,53,16,10,1.026206897,26,15.77784455,-106.6844302,5,11
150,77,11,12,2.645517241,67,-49.10437305,-48.42311319,4,11
151,43,13,23,5.040666821,86,-77.22833188,119.7690487,3,7
152,77,16,15,4.846153846,63,-81.66073356,133.2283676,3,5
153,78,17,16,3.138186462,79,67.55059907,-58.69235146,5,11
154,95,15,19,5.260566954,90,-29.54364566,173.5123438,3,7
155,81,10,23,3.307692308,43,67.38805108,117.944963,5,5
156,22,12,18,1.259425287,30,-10.83495862,-106.9516711,4,11
157,37,16,14,3.538461538,46,-85.53607639,-119.6712524,3,5
158,80,13,19,2.261689944,62,60.29443376,-116.3194888,5,12
159,96,15,21,2.923076923,38,-84.68189795,54.9887039,4,5
160,31,11,19,0.933333333,14,6.369141306,-108.544864,5,6
161,39,14,14,0.685714286,11,9.691626426,-19.46542137,4,6
162,99,12,25,3.939821421,67,-10.98337848,-161.6653939,3,7
163,20,12,15,2.923076923,38,-75.92551855,-155.1835828,3,5
164,40,12,11,3.634533844,91,59.42199576,-40.36559847,5,11
165,97,13,18,2.698412698,30,-10.27042425,-110.0065146,5,4
166,82,19,24,4.281152882,72,-84.18409963,-108.8464913,3,7
167,74,10,22,5.615384615,73,29.68850936,-179.2302432,5,5
168,19,20,24,3.388458781,98,87.4831737,-52.79636453,4,13
169,43,12,24,2.966240409,45,-34.69403038,-95.88687774,4,6
170,12,10,21,3.615384615,47,68.59152406,-146.2909451,5,5
171,98,17,11,5.060751623,97,-24.19297026,150.5800043,3,8
172,15,19,23,3.692307692,48,56.94773737,-90.26989609,4,5
173,95,12,10,1.247931034,30,19.23957809,176.0389312,5,11
174,54,16,12,5.384615385,70,-74.72557222,31.23043703,4,5
175,24,11,18,1.961481481,50,-57.15153997,130.3862782,3,11
176,94,15,12,4.052126352,61,11.67764832,92.87792235,4,6
177,89,20,12,5.076923077,66,74.97511058,88.75569887,5,5
178,61,13,17,0.72,18,84.35867071,108.053022,5,11
179,24,17,22,1.652222222,42,-42.90259909,120.611938,3,11
180,25,16,10,2.945523592,50,-66.39889851,-126.1048818,3,7
181,74,12,19,2.131494253,62,-25.30473047,-66.72277075,4,13
182,50,18,13,7.230769231,94,-89.2264845,-148.1065268,3,5
183,34,18,11,4.272900858,82,37.19921324,85.74267079,4,8
184,47,10,16,0.517241379,15,14.22349893,-108.7701157,5,13
185,27,15,24,2.258148148,61,-26.59273633,130.751863,3,12
186,30,13,11,2.915084915,33,28.94162835,30.44795174,4,4
187,78,12,12,5.033372305,86,76.92088447,-75.64832943,5,7
188,40,15,22,7.153846154,93,70.6456514,96.29598489,5,5
189,51,15,12,3.269642401,80,-28.15620098,-148.2891467,3,11
190,59,19,24,0.843333333,13,40.38803153,18.00659059,4,6
191,41,18,11,2.64283208,61,-65.40247138,35.46639574,4,10
192,58,20,23,1.896666667,52,50.37558773,93.25232594,4,12
193,53,13,23,7.153846154,93,42.19009899,124.9293757,5,5
194,81,14,21,1.621052632,25,51.13591382,124.5115246,5,6
195,29,12,25,1.060740741,27,-20.45852917,24.48815597,4,11
196,31,13,16,0.936086957,14,89.3724456,156.4309028,5,6
197,37,10,11,1.748724753,30,-50.87823251,-45.96032073,4,7
198,62,10,11,3.49037037,88,-43.28902176,-139.8116306,3,11
199,69,19,19,4.384615385,57,-20.18977462,-65.49337724,5,5
200,54,14,17,4.32177118,74,32.46258273,-7.690397643,4,7
201,17,11,25,2.401481481,61,26.44274597,23.54237017,4,11
202,22,14,25,6.769230769,88,-28.79810175,-132.0486381,3,5
203,65,10,20,1.699159664,26,-2.163108616,-64.49129407,5,6
204,58,10,14,4.051954695,69,16.75661859,107.1373814,4,7
205,87,20,18,0.68,17,-79.50565423,146.8990499,3,11
206,50,17,15,3.45037037,87,-71.97873968,127.6232051,3,11
207,25,13,13,6.230769231,81,-15.42405604,-32.0540075,4,5
208,88,10,15,1.71,26,69.21921869,62.95902418,5,6
209,36,18,21,4.742172567,100,-52.66459084,-141.8822681,3,9
210,46,20,17,2.331851852,59,34.38007233,-128.0212403,5,11
211,50,20,17,2.076923077,27,85.37822481,-143.495896,5,5
212,11,19,14,2.461538462,32,1.368580571,-147.713232,3,5
213,52,18,15,2.303703704,58,-22.36824288,154.1555667,3,11
214,40,14,19,4.461538462,58,42.07599947,-44.08788975,4,5
215,62,16,20,4.157422905,88,-7.155664745,33.07450574,4,9
216,66,19,10,0.844444444,22,-51.54271008,122.1123219,3,11
217,52,16,21,2.307692308,30,55.07292114,-14.64291962,5,5
218,95,17,11,0.76,19,0.178609901,161.7910522,3,11
219,29,13,19,1.971851852,50,62.58554492,-135.0065709,5,11
220,85,12,15,2,26,-32.22576174,104.2858339,3,5
221,56,17,12,3.461538462,45,39.36697439,80.41670759,4,5
222,88,20,18,4.341981424,74,58.15618508,-33.49674268,5,7
223,67,13,17,0.428148148,11,-65.15206838,54.9384481,4,11
224,33,17,23,0.68,17,-56.82186526,-172.5235403,3,11
225,29,16,17,0.88,22,89.15281506,-161.1201303,5,11
226,50,13,15,1.08,27,-45.36262232,109.1768532,3,11
227,64,17,13,4.307692308,56,-2.165153615,13.49247071,4,5
228,61,20,12,3.448043382,73,-68.00580782,-95.41082347,3,9
229,85,14,15,2.892068966,78,-84.51754944,174.3110116,3,12
230,71,20,11,6.076923077,79,-56.3897068,118.7101245,3,5
231,86,17,17,3.957275542,76,-40.72019957,34.3566602,4,8
232,99,12,24,0.73962963,18,-11.47603025,-12.22909779,5,11
233,69,13,23,2,26,85.46047517,-67.54754029,5,5
234,27,17,24,1.12,28,66.20154611,-104.831479,4,11
235,34,16,19,2.522366522,23,65.28133216,-63.63906562,5,3
236,56,11,23,1.84,46,76.8817066,-48.45319865,5,11
237,97,17,12,7.384615385,96,66.22248591,136.339737,5,5
238,83,18,10,2.187345538,33,-29.01319856,179.9030401,3,6
239,46,10,21,1.376296296,35,61.43228599,20.40392712,4,11
240,59,16,24,0.828571429,13,-61.26589826,179.5477015,3,6
241,64,20,20,3.211851852,81,-48.00361435,-128.6844465,3,11
242,31,17,13,0.733333333,11,-60.36498012,-123.1898645,3,6
243,42,18,24,1.625916454,25,-42.55318293,-152.4560438,3,6
244,46,20,24,2.729047619,58,-82.01999873,-107.4335553,4,9
245,28,15,14,5.230769231,68,73.30092694,113.8127623,5,5
246,67,15,14,1.739130435,40,87.46359975,-50.51239237,5,10
247,94,15,25,2.300689655,63,7.758466155,-146.7000902,5,12
248,38,10,21,7.384615385,96,64.67489656,-84.13128569,4,5
249,59,14,15,4.916538084,94,13.97995344,51.62614805,4,8
250,97,11,10,0.88,22,-33.28977453,-172.6404354,3,11
251,100,17,15,1.571851852,40,82.68920209,-106.488848,5,11
252,78,17,12,3.008326948,82,11.1557124,-12.85482137,4,12
253,25,15,10,1.769230769,23,71.60131068,-34.94557764,4,5
254,78,10,10,1.620144928,27,1.954504109,-20.28123023,4,7
255,27,14,25,6.846153846,89,-84.29492979,116.1092484,3,5
256,93,11,18,3.761061157,64,-11.84426405,52.8135085,4,7
257,52,11,14,4.384615385,57,-7.292955751,-3.040334559,4,5
258,42,10,19,5.321671122,80,-24.97247659,114.7478218,3,6
259,22,15,17,3.647407407,92,71.07212388,-32.33161174,5,11
260,44,18,23,6.615384615,86,-36.1774166,82.35563099,4,5
261,89,14,15,4.733765296,90,46.30409697,118.2272945,5,8
262,22,20,25,2.859259259,72,-73.32062711,-146.5690034,3,11
263,12,12,22,2.076923077,27,-83.73480409,-17.67949495,3,5
264,72,14,12,2.48,62,84.28389463,-53.16047201,5,11
265,29,20,19,3.846153846,50,-62.03261204,71.72142834,4,5
266,48,15,20,4.725916966,80,36.73909053,-21.48194086,5,7
267,57,16,16,5.307692308,69,-58.06199805,1.762761434,4,5
268,57,10,25,0.76,19,-68.67373373,-127.7922748,3,11
269,85,17,14,1.06962963,27,-56.99053809,-48.70345665,4,11
270,32,18,12,4.372256729,66,43.12750853,-128.8082617,5,6
271,27,12,13,3.218965517,85,-62.95990836,123.5469819,3,12
272,89,12,10,3.538461538,46,-76.17110002,48.70125901,4,5
273,69,11,21,1.226883117,12,87.78180182,40.0844497,5,3
274,64,15,19,2.758683089,58,-74.30501878,-17.20695005,4,9
275,72,20,20,2.134532135,15,46.88199038,77.84052727,4,2
276,20,19,11,1.632698413,18,-88.7164186,-38.92030699,3,4
277,58,11,11,0.662222222,17,10.31312652,-16.53186708,5,11
278,50,16,18,2.36,59,15.80440559,56.64532343,4,11
279,56,10,18,1.412698413,10,-4.986853121,-158.2255282,3,2
280,20,18,18,4.769230769,62,9.91642757,-112.6871792,5,5
281,84,17,16,1.840470742,39,72.84416666,131.4260264,5,9
282,97,10,10,2.924814815,73,-14.80896664,96.27246598,4,11
283,13,16,18,2.93803678,45,-60.70160534,-137.4008343,3,6
284,31,16,25,3.076923077,40,85.692104,-120.9223083,5,5
285,66,11,11,3.004424104,46,20.91960994,-153.4503205,5,6
286,14,14,24,4.923076923,64,37.06930329,85.17634743,4,5
287,38,17,24,3.84,96,-8.547774134,23.77408561,4,11
288,74,19,25,3.591635034,69,-32.05714951,-147.8666689,3,8
289,38,13,14,7.076923077,92,54.72081466,28.44977749,5,5
290,17,17,13,2.645569166,40,50.98236596,125.0421199,4,6
291,24,13,15,2.665185185,67,0.992694421,98.51025749,4,11
292,39,11,15,4.181148459,88,63.28928302,-166.3449673,5,9
293,14,20,22,1.698412698,12,18.82359683,35.48737897,4,2
294,91,13,15,0.545338442,15,-78.40913796,-143.6931512,3,12
295,52,12,11,5.923076923,77,27.76251953,-95.66361294,5,5
296,96,11,23,2.602962963,66,-74.7048092,-93.56665122,3,11
297,68,13,16,2.424285714,37,37.96254204,38.75436693,4,6
298,73,20,15,1.16,29,-24.88394808,145.9922471,3,11
299,80,16,16,7.230769231,94,75.14796896,37.83401275,5,5
300,55,11,12,2.414340198,37,30.55320408,24.91625994,4,6
301,46,19,14,2.408888889,61,40.27884746,-156.8637952,5,11
302,57,19,13,2.836831208,43,69.33726273,-150.3133362,5,6
303,37,15,11,4.502947907,95,-44.19903547,-111.4487177,3,9
304,51,14,13,2.604617605,29,-52.36178621,-86.69684169,3,4
305,100,19,25,1.872592593,47,-77.04873378,124.8379678,3,11
306,99,11,14,4.769230769,62,32.83211762,92.36977834,5,5
307,13,10,22,3.971851852,100,-27.10006105,114.8876197,3,11
308,37,18,14,5.136035677,98,-59.81292315,105.9512911,3,8
309,82,16,24,3.692307692,48,-44.41853292,55.80021482,4,5
310,44,20,22,1.12,28,87.6537344,-104.996112,5,11
311,18,17,12,3.538461538,46,-50.65894592,-26.20110714,4,5
312,10,13,13,4.076923077,53,-29.33901897,178.4030164,3,5
313,98,16,21,3.138148148,85,-60.26161299,-57.05108095,5,12
314,98,12,13,2.075040543,32,-58.35346431,128.454063,3,6
315,78,18,22,0.847058824,13,1.561054144,-37.08794283,5,6
316,75,12,22,3.436220987,52,50.65967527,113.681024,5,6
317,84,14,11,2.243867244,25,70.91849645,5.504015236,5,4
318,87,15,11,3.330689655,97,89.86104514,-93.45702534,5,13
319,83,18,12,1.935064935,14,-31.48220601,-22.72346184,4,2
320,57,11,17,5.461538462,71,-23.553613,-94.97350329,3,5
321,45,19,24,2.854487882,49,58.83412599,-163.1793633,4,7
322,15,15,12,4.644307636,98,-5.812160605,-170.7467066,3,9
323,15,20,18,0.48,12,12.177655,90.77411395,4,11
324,83,12,14,1.216450216,14,81.92760992,62.12606088,5,4
325,62,15,20,1.278518519,32,63.01907335,-31.8013615,5,11
326,19,16,24,4.230769231,55,-60.02877357,6.293288696,4,5
327,98,13,18,2.04,51,-52.2712198,25.05531864,4,11
328,35,20,24,5.384615385,70,49.22115868,70.83233048,4,5
329,23,12,15,3.917453416,83,71.64160704,169.7229102,5,9
330,100,11,22,2.592592593,65,47.38712965,147.9702952,5,11
331,38,14,13,3.923076923,51,-18.66018454,148.93645,3,5
332,83,14,19,2.083669468,32,71.46522043,-39.54727695,5,6
333,77,14,14,2.555555556,69,-17.53603897,47.79292895,4,12
334,39,11,20,1.538461538,20,27.24716756,-14.55770644,4,5
335,74,17,11,5.545004455,95,68.61410109,170.5467409,5,7
336,83,15,15,2.640803641,30,-30.95317643,-151.9924711,3,4
337,73,20,13,3.478518519,87,23.30089993,9.354850563,4,11
338,95,13,23,6,78,-19.97314398,124.2427737,3,5
339,24,11,13,2.108171964,32,67.4612466,-19.05373141,5,6
340,94,13,21,3.71,93,82.37238248,-119.2859786,5,11
341,36,16,16,4.307692308,56,-85.98353503,-56.9545873,3,5
342,41,20,19,3.406240602,52,31.04142923,-5.350792355,4,6
343,100,11,12,4.692307692,61,24.19322853,-139.1286733,5,5
344,28,11,15,1.2,18,-17.78347239,-63.96234374,4,6
345,52,11,14,1.295732938,30,-5.261992625,-6.314748203,4,10
346,71,15,21,1.24,31,-59.55790684,165.3021898,3,11
347,41,18,10,5.102256729,86,64.90311818,-71.36577165,5,7
348,86,16,24,2.307692308,30,2.627150975,-94.4219204,5,5
349,61,17,14,2.176296296,55,37.17924316,-161.7490279,3,11
350,14,18,14,5.769230769,75,51.37148012,-41.61420152,4,5
351,29,20,24,1.827586207,53,48.26967425,127.4133834,4,13
352,14,12,18,1.234173669,19,-68.50488037,16.33938183,3,6
353,34,15,13,1.494279176,29,55.7418774,-83.63850094,5,8
354,74,18,10,2.54,67,74.04413541,104.0570082,5,12
355,66,14,17,1.809207161,28,-2.811633299,148.5580894,3,6
356,30,15,22,3.230769231,42,-28.07117686,78.08648126,4,5
357,89,20,16,1.143859649,18,80.0029918,66.78438611,5,6
358,72,15,16,1.031884058,24,38.57810255,-138.4342626,5,10
359,14,12,18,1.058823529,18,-32.13723907,76.96725179,3,7
360,90,20,20,5.153846154,67,-46.34093965,-178.7199081,3,5
361,10,13,12,4.686165414,99,28.05282016,-133.6713222,3,9
362,29,19,23,3.81037037,96,14.48089602,-149.2477273,3,11
363,61,16,23,1.923076923,25,38.01145192,167.3332789,5,5
364,88,12,14,5.846153846,76,-47.08210146,54.46002446,4,5
365,81,16,25,5.467558923,93,-32.92345167,27.79289912,4,7
366,37,12,15,1.078518519,27,-9.04072441,23.99068711,4,11
367,87,13,18,4.307692308,56,68.07922804,-151.4790836,5,5
368,77,20,14,0.4,10,-46.08610239,150.3443598,3,11
369,28,10,11,3.174814815,80,-69.42381257,47.35985966,3,11
370,36,14,18,3.335899852,64,68.75496605,-120.187127,5,8
371,36,20,25,2.233766234,21,-9.691972644,-158.7744873,3,3
372,43,20,21,5.307692308,69,-12.15646927,-80.62533532,4,5
373,16,13,16,2.32,58,-17.0108129,12.94001715,4,11
374,99,14,12,2.256705639,48,74.32424657,-142.0230761,5,9
375,38,10,20,4.153846154,54,85.93235408,-155.4507329,5,5
376,26,19,12,2.585580686,81,17.3818021,-124.8440063,3,14
377,33,13,21,3.999266645,68,-32.44146098,28.41122406,4,7
378,100,14,20,5.153846154,67,33.96938382,14.40047857,4,5
379,54,12,25,1.839751553,28,-11.35834524,-172.1378126,3,6
380,10,13,23,0.44,11,83.99709297,-7.205611304,5,11
381,17,19,14,1.92,48,76.65596098,161.4619937,5,11
382,67,20,16,1.354385965,21,-7.986289117,-98.15251549,3,6
383,93,16,18,4.846153846,63,-55.35179837,-74.22182974,3,5
384,79,14,20,3.033562166,70,-28.69175599,-118.5267209,3,10
385,59,16,24,3.4,85,48.9892186,148.618882,4,11
386,22,17,18,5.461538462,71,0.999917749,-14.99670115,4,5
387,83,20,15,3.567358293,75,48.32258387,-50.86724397,5,9
388,34,14,25,3.633614304,99,18.08837352,144.694693,3,12
389,55,13,19,7.384615385,96,-28.01773578,-144.2998669,3,5
390,13,16,20,3.50504644,67,-60.49297252,-99.04769135,3,8
391,95,15,24,0.44,11,-23.36232496,-78.70042376,5,11
392,20,12,11,3.64,91,-89.39059916,23.89679245,3,11
393,77,13,23,3.873872661,90,-16.75927067,56.12137866,4,10
394,76,19,13,6.615384615,86,16.94322135,50.84856382,4,5
395,13,18,19,0.44,11,71.50533889,-172.5627329,5,11
396,80,14,15,5.097904544,97,50.89749347,178.5508306,5,8
397,76,12,19,5.846153846,76,-86.25381478,-28.47984534,3,5
398,63,18,25,0.64,16,87.37327508,-80.84910179,5,11
399,19,17,23,1.96,49,-79.66740053,-81.01896788,3,11
400,11,19,13,1.4,35,-4.121715807,-165.1960753,3,11
401,41,20,15,6.615384615,86,-56.66604897,-63.08302854,4,5
402,22,14,18,5.635485132,96,-8.172531718,-141.7286219,3,7
403,93,16,17,1.24,31,85.90701586,-72.54339555,5,11
404,46,14,15,1.48,37,-84.05622497,162.6861041,3,11
405,74,20,20,1.911264368,52,-78.42562169,38.23954411,4,12
406,11,11,12,6,78,45.75768941,144.3020452,4,5
407,62,12,20,4.249254658,81,-79.27513764,84.68523162,3,8
408,69,19,21,1.64,41,55.69958659,-125.5203614,5,11
409,66,14,10,7,91,34.8974522,-171.3091664,5,5
410,55,14,19,1.04,26,-73.29579927,9.635596901,4,11
411,73,18,23,2.059749117,31,33.32363187,-128.9167612,5,6
412,66,13,21,2.04,51,-16.64586551,166.64084,3,11
413,59,18,25,4.08409002,86,-83.00269532,-91.66976484,3,9
414,22,13,17,5.307692308,69,-27.3732186,-123.8338344,3,5
415,33,19,14,3.605925926,98,-29.57112181,69.99625783,4,12
416,45,12,25,3.851058529,88,87.44649573,26.32834496,5,10
417,70,10,22,7.461538462,97,-24.46023656,-97.27127865,4,5
418,77,16,25,1.08,27,-42.09759181,-10.05075034,4,11
419,32,20,12,0.68,17,55.14937207,-143.9404412,5,11
420,77,11,15,2.52,63,-76.10170706,-61.44384419,3,11
421,30,10,20,2.361816305,36,30.24028537,-107.6361648,5,6
422,49,15,21,2.078253968,23,62.71438957,-156.6538626,5,4
423,23,14,17,1.84,46,-89.35544141,-46.18920567,3,11
424,34,10,12,0.935403727,15,-52.17245498,61.70993487,4,6
