ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
1556172723,192.168.1.30,54692,192.168.1.152,80,tcp,http,0.082217,218,3440,SF,0,5,486,6,3760,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1556424456,192.168.1.33,34105,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,0,0,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
1554278167,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554253983,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556362792,192.168.1.79,46057,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556021607,192.168.1.30,49500,192.168.1.49,3283,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
1556203825,192.168.1.30,39062,192.168.1.190,80,tcp,-,0.001169,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
1554294622,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556361255,192.168.1.79,38071,192.168.1.195,53514,udp,-,0.0,0,0,S0,0,1,353,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556172721,192.168.1.30,51378,192.168.1.190,80,tcp,-,0.048653,1,0,SHR,0,2,116,2,104,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1554198508,192.168.1.79,36843,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556258800,37.129.254.220,24929,192.168.1.152,80,tcp,-,0.0,0,0,S0,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554268671,fe80::343b:2cf:e9fb:6570,135,ff02::1:ff1e:5790,136,icmp,-,0.0,0,0,OTH,0,1,72,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556130174,192.168.1.30,68,192.168.1.152,68,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
1556261332,77.228.163.181,57199,192.168.1.194,80,tcp,-,0.0,0,0,S0,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556173494,192.168.1.31,35898,18.184.104.180,80,tcp,http,1.334798,293,12183,SF,0,5,561,12,12815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1554300216,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554237516,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556296262,192.168.1.180,60953,192.168.1.190,53,udp,dns,0.003346,52,100,SF,0,1,80,1,128,google.whois-servers.net.mydns.com,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556262251,192.168.1.190,4052,203.119.95.53,53,udp,dns,0.0,0,0,S0,0,1,83,0,0,94.56.182.221.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556287574,192.168.1.195,52924,192.168.1.1,41952,tcp,http,0.733086,383,3882,SF,0,10,795,12,4374,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554256980,192.168.1.190,22753,128.63.2.53,53,udp,dns,0.308527,0,1169,SHR,0,0,0,1,1197,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556438662,192.168.1.193,49429,192.168.1.37,8080,tcp,-,0.000624,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
1554281657,192.168.1.79,47575,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556364316,192.168.1.195,51383,192.168.1.1,41952,tcp,http,0.523589,383,3882,SF,0,11,847,12,4374,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556340895,192.168.1.32,45706,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556425351,192.168.1.33,4444,192.168.1.193,49223,tcp,-,0.0,0,0,OTH,0,1,328,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
1556439568,192.168.1.193,49574,192.168.1.33,80,tcp,-,0.000321,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
1556248697,192.168.1.180,35541,192.168.1.190,53,udp,dns,3.255172,264,1112,SF,0,6,432,6,1280,173.222.5.123.in-addr.arpa,1,12,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556351658,192.168.1.195,60324,192.168.1.79,9197,tcp,http,0.017619,202,22043,SF,0,8,534,19,22815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556021451,192.168.1.32,61174,192.168.1.49,5357,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
1556440417,192.168.1.193,49722,192.168.1.33,80,tcp,-,0.000158,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
1556172851,192.168.1.30,52421,192.168.1.1,53,udp,dns,0.083281,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1554285026,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556329612,192.168.1.79,45083,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556203764,192.168.1.30,45102,192.168.1.184,443,tcp,-,60.098079,0,0,S3,0,2,112,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
1556021545,192.168.1.30,50568,192.168.1.103,32775,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
1556352912,192.168.1.79,58026,192.168.1.195,51072,udp,-,0.0,0,0,S0,0,1,344,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556173534,192.168.1.30,58538,192.168.1.190,80,tcp,http,0.222615,518,1919,SF,0,3,674,6,2239,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1556203789,192.168.1.30,35703,192.168.1.1,53,udp,dns,1e-05,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
1554207995,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556364916,192.168.1.195,51718,192.168.1.79,9197,tcp,http,0.008383,188,3478,SF,0,5,400,7,3770,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556309352,192.168.1.195,52145,224.0.0.252,5355,udp,dns,3.4e-05,66,0,S0,0,2,122,0,0,desktop-7q9apbo,1,255,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554273520,192.168.1.79,48362,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556340875,192.168.1.32,38786,192.168.1.152,80,tcp,http,6.344568,2854,1388,S3,0,6,3174,4,1604,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556129715,192.168.1.30,22,192.168.1.194,22,tcp,-,1.6e-05,0,0,RSTO,0,2,80,1,44,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
1556021982,192.168.1.30,49503,192.168.1.49,15742,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
1554231955,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556248191,192.168.1.190,6898,85.234.0.53,53,udp,dns,0.370764,44,88,SF,0,1,72,1,116,ns.info-link.ru,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556340904,192.168.1.32,52990,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556340864,192.168.1.32,44716,192.168.1.190,80,tcp,-,4.212726,0,1083,SF,0,2,104,2,1187,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556340932,192.168.1.32,55122,192.168.1.190,80,tcp,http,7.492182,2473,1275,S3,0,6,2793,4,1491,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1554266097,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554270533,192.168.1.6,53922,239.255.255.250,1900,udp,-,1.06536,375,0,S0,0,3,459,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556261231,166.64.77.181,17644,192.168.1.190,80,tcp,-,31.619614,0,0,S1,0,1,40,6,264,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556340867,192.168.1.32,32896,192.168.1.195,80,tcp,-,0.0,0,0,RSTRH,0,0,0,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556172860,192.168.1.30,56242,192.168.1.190,80,tcp,http,0.238211,274,0,S1,0,3,438,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1556340865,192.168.1.32,52220,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556130153,192.168.1.30,66,192.168.1.193,66,tcp,-,4.1e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
1554252657,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556296931,192.168.1.190,19540,198.51.45.1,53,udp,dns,0.128429,47,63,SF,0,1,75,1,91,dns2.p05.nsone.net,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556248394,192.168.1.180,53842,192.168.1.190,53,udp,dns,0.000681,38,125,SF,0,1,66,1,153,sg.whois-servers.net,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556259059,253.124.113.120,45239,192.168.1.152,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556423414,192.168.1.1,41952,192.168.1.195,49671,tcp,-,0.0,0,0,OTH,0,1,1500,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556021785,192.168.1.32,61173,192.168.1.186,27355,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
1554259015,192.168.1.152,42352,192.168.1.190,53,udp,dns,0.000424,0,298,SHR,0,0,0,2,354,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554283187,2405:6e00:10ce:2c00:a691:b1ff:fe1e:5790,135,ff02::1:ff3b:3b2d,136,icmp,-,0.0,0,0,OTH,0,1,72,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554312938,192.168.1.152,57156,192.168.1.190,53,udp,dns,0.279463,0,644,SHR,0,0,0,2,700,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556260702,192.168.1.190,43965,192.254.96.3,53,udp,dns,0.278745,53,53,SF,0,1,81,1,81,9.197.24.69.in-addr.arpa,1,12,5,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556287082,192.168.1.31,42910,192.168.1.190,80,tcp,http,0.010575,147,651,SF,0,5,415,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
1554293974,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556340876,192.168.1.32,35052,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,64,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556248951,172.17.0.3,38161,192.168.1.190,53,udp,dns,0.001086,0,636,SHR,0,0,0,2,692,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556172892,192.168.1.30,37606,18.184.104.180,80,tcp,http,1.010567,221,12183,SF,0,7,593,12,12815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1556260759,192.168.1.190,51374,203.119.86.101,53,udp,dns,0.021159,47,378,SF,0,1,75,1,406,4.199.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556362692,192.168.1.195,61178,239.255.255.250,1900,udp,-,3.327522,3016,0,S0,0,24,3688,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554295662,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556355255,192.168.1.195,62401,192.168.1.79,9197,tcp,http,0.008885,188,3478,SF,0,5,400,7,3770,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556203822,192.168.1.30,33515,192.168.1.1,53,udp,dns,3e-06,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
1556287070,192.168.1.30,42324,192.168.1.152,21,tcp,-,0.000187,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
1554258435,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554296153,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554216027,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556248195,192.168.1.190,36057,80.50.50.100,53,udp,dns,0.373519,53,279,SF,0,1,81,1,307,93.20.13.83.in-addr.arpa,1,12,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556286962,192.168.1.30,47734,192.168.1.190,80,tcp,http,0.002282,167,2980,SF,0,5,435,7,3352,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
1556366837,192.168.1.6,58529,239.255.255.250,1900,udp,-,0.617044,375,0,S0,0,3,459,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554267929,192.168.1.152,57583,192.168.1.190,53,udp,dns,0.00053,0,298,SHR,0,0,0,2,354,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556262255,192.168.1.190,8274,193.0.9.10,53,udp,dns,0.0,0,0,S0,0,1,84,0,0,167.114.63.173.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554273857,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556286500,192.168.1.30,44496,192.168.1.184,21,tcp,-,0.000122,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
1556262158,192.168.1.190,36553,199.253.183.183,53,udp,dns,0.168569,49,377,SF,0,1,77,1,405,253.142.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556173261,192.168.1.31,59960,192.168.1.190,80,tcp,-,0.326313,301,1920,S2,1920,3,156,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1554224659,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556249803,13.52.35.223,49498,192.168.1.194,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1554243970,192.168.1.250,5353,224.0.0.251,5353,udp,dns,13.184508,448,0,S0,0,4,560,0,0,_sleep-proxy._udp.local,32769,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556130372,192.168.1.30,88,192.168.1.184,88,tcp,-,0.000376,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
1554230551,192.168.1.190,42465,192.203.230.10,53,udp,dns,0.012841,0,1097,SHR,0,0,0,1,1125,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,DNS_RR_unknown_type,46,F,0,normal
1556248218,192.168.1.190,44055,199.7.83.42,53,udp,dns,0.012245,28,1097,SF,0,1,56,1,1125,(empty),1,2,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556340867,192.168.1.32,59332,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
1556172904,192.168.1.30,38090,18.184.104.180,80,tcp,http,1.604134,521,12183,SF,0,6,841,12,12815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1556262133,192.168.1.190,10259,204.61.216.50,53,udp,dns,1.921573,55,723,SF,0,1,83,1,751,95.193.49.160.in-addr.arpa,1,12,3,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556173282,192.168.1.31,52224,52.59.177.21,80,tcp,http,1.410271,284,12183,SF,0,5,552,12,12815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
1556250126,192.168.1.190,35822,202.12.27.33,53,udp,dns,0.165507,40,1171,SF,0,1,68,1,1199,mozilla.com,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
1556262251,192.168.1.190,3,192.5.5.241,3,icmp,-,61.232766,4932,0,OTH,0,9,5184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
