TimeStamp,cpu_load %,memory_usage [KB],throughput [KB/s],datacenter_score
1376324447,0.18604651162790706,0.30729272733955676,0.013333333333333341,0.2077224066410908
1376324747,0.22674418604651173,0.3385424479427954,0.013333333333333341,0.24402320888492374
1376325047,0.19767441860465118,0.3437492445939416,0.013333333333333341,0.2249760708384079
1376325347,0.19767441860465118,0.33159685141787865,0.04,0.22327130587772548
1376325647,0.22674418604651173,0.3333320087857243,0.04,0.24405393242898926
1376325947,0.19767441860465118,0.35416648040215915,0.04,0.2289137131237956
1376326247,0.22674418604651173,0.390623991067251,0.013333333333333341,0.2570435946660376
1376326547,0.16860465116279075,0.3888878402886984,0.013333333333333341,0.21591188255279478
1376326847,0.2558139534883721,0.37326314555553014,0.013333333333333341,0.2730522204974096
1376327147,0.16860465116279075,0.3645827227996698,0.026666666666666686,0.2105022698472043
1376327447,0.24418604651162798,0.36979117513532733,0.026666666666666686,0.26471135967530474
1376327747,0.19767441860465118,0.32291709093582266,0.013333333333333341,0.21976803242387816
1376328047,0.22674418604651173,0.36458371621037655,0.026666666666666686,0.2512001926184857
1376328347,0.2209302325581396,0.3524296673498021,0.026666666666666686,0.24409191296148156
1376328647,0.2034883720930233,0.3593742704640122,0.026666666666666686,0.23361876141445267
1376328947,0.23255813953488375,0.4079854988527762,0.026666666666666686,0.26612040572094603
1376329247,0.18604651162790706,0.3159721566847103,0.013333333333333341,0.20989226397737917
1376329547,0.2558139534883721,0.38194456172209734,0.04,0.2765559078723848
1376329847,0.16860465116279075,0.34374891345703945,0.013333333333333341,0.20462715084488006
1376330147,0.22674418604651173,0.4322906163418048,0.026666666666666686,0.2681269176513428
1376330447,0.19767441860465118,0.3489570346557947,0.04,0.22761135168720448
1376330747,0.20930232558139542,0.31770896973706747,0.04,0.22793887034124366
1376331047,0.2151162790697675,0.392360804119608,0.04,0.25067159637873926
1376331347,0.2034883720930233,0.3663192047151246,0.013333333333333341,0.23468832831056413
1376331647,0.22674418604651173,0.3350688218380814,0.013333333333333341,0.24315480235874523
1376331947,0.16860465116279075,0.3350701463856903,0.026666666666666686,0.20312412574370942
1376332247,0.2558139534883721,0.3177096320108719,0.053333333333333344,0.26116384211124505
1376332547,0.17441860465116282,0.3645827227996698,0.013333333333333341,0.2139053706223981
1376332847,0.23837209302325585,0.3350701463856903,0.026666666666666686,0.251961335046035
1376333147,0.19767441860465118,0.3923601418458034,0.013333333333333341,0.23712879515137333
1376333447,0.22674418604651173,0.42013855430264396,0.013333333333333341,0.26442223547488586
1376333747,0.19767441860465118,0.3576381196854598,0.026666666666666686,0.22911495627795408
1376334047,0.19767441860465118,0.36979084399842505,0.04,0.23281980402286206
1376334347,0.23255813953488375,0.2725700429054084,0.04,0.23293320840077072
1376334647,0.20930232558139542,0.2881957310492834,0.026666666666666686,0.21989389400263096
1376334947,0.22674418604651173,0.35937460160091445,0.04,0.2505645806327868
1376335247,0.16860465116279075,0.36458371621037655,0.026666666666666686,0.21050251819988097
1376335547,0.2558139534883721,0.3576371262747528,0.013333333333333341,0.2691457156772153
1376335847,0.16860465116279075,0.33680497261663384,0.013333333333333341,0.20289116563477863
1376336147,0.22674418604651173,0.3072920650657523,0.026666666666666686,0.23687727983232962
1376336447,0.20930232558139542,0.3750006208816917,0.026666666666666686,0.24159511646073303
1376336747,0.2034883720930233,0.31423699931686466,0.013333333333333341,0.22166777696099915
1376337047,0.22674418604651173,0.3645827227996698,0.013333333333333341,0.2505332775991423
1376337347,0.20930232558139542,0.373264138966237,0.026666666666666686,0.24116099598186935
1376337647,0.22674418604651173,0.3229167597989203,0.026666666666666686,0.2407834535156216
1376337947,0.1918604651162791,0.3298610317762283,0.04,0.21876758352545245
1376338248,0.2558139534883721,0.3246519171667663,0.013333333333333341,0.26089941340021866
1376338548,0.18604651162790706,0.35937460160091445,0.013333333333333341,0.22074287520643024
1376338848,0.23255813953488375,0.36979084399842505,0.04,0.25723840867402487
1376339148,0.2151162790697675,0.32812587440838253,0.013333333333333341,0.23327953061759957
1376339448,0.2034883720930233,0.3350698152487881,0.04,0.22820931427731334
1376339748,0.22674418604651173,0.3472222084248514,0.013333333333333341,0.24619314900543773
1376340048,0.2151162790697675,0.3559023000438094,0.013333333333333341,0.24022363702645627
1376340348,0.22674418604651173,0.3368059660273407,0.013333333333333341,0.24358908840606006
1376340648,0.17441860465116282,0.2899305572802268,0.026666666666666686,0.195908995909204
1376340948,0.2558139534883721,0.314235012495451,0.026666666666666686,0.25896185389905657
1376341248,0.17441860465116282,0.38888817142560056,0.013333333333333341,0.21998173277888078
1376341548,0.22674418604651173,0.3350688218380814,0.0666666666666667,0.24582146902541188
1376341848,0.20930232558139542,0.3680543620829704,0.026666666666666686,0.2398585517610527
1376342148,0.23255813953488375,0.3211809401572702,0.013333333333333341,0.24375259938040286
1376342448,0.19767441860465118,0.36111042124256476,0.013333333333333341,0.22931636500056368
1376342748,0.19767441860465118,0.3454860576462987,0.04,0.2267436074348305
1376343048,0.22674418604651173,0.2986109800360872,0.026666666666666686,0.23470700857491333
1376343348,0.19767441860465118,0.34201243154158467,0.026666666666666686,0.2252085342419853
1376343648,0.23255813953488375,0.2673622528435553,0.013333333333333341,0.23029792755197412
1376343948,0.16860465116279075,0.28645825572312184,0.026666666666666686,0.1909711530780673
1376344248,0.25,0.3506935165712496,0.013333333333333341,0.26334004580947906
1376344548,0.17441860465116282,0.3732624832817256,0.013333333333333341,0.21607531074291206
1376344848,0.22674418604651173,0.32118060902036794,0.0666666666666667,0.24234941582098352
1376345148,0.19767441860465118,0.3072920650657523,0.053333333333333344,0.21786177595636055
1376345448,0.16860465116279075,0.3246519171667663,0.013333333333333341,0.19985290177231177
1376345748,0.23255813953488375,0.2951400030265912,0.04,0.2385756984310664
1376346048,0.2151162790697675,0.35590196890690706,0.013333333333333341,0.24022355424223069
1376346348,0.22674418604651173,0.38020708639593576,0.026666666666666686,0.2551060351648755
1376346648,0.16860465116279075,0.37499863406027817,0.026666666666666686,0.2131062476623564
1376346948,0.2558139534883721,0.3350701463856903,0.013333333333333341,0.2635039707049497
1376347248,0.18023255813953493,0.36979117513532733,0.026666666666666686,0.2199439178148396
1376347548,0.22674418604651173,0.3107646977597595,0.013333333333333341,0.23707877133916475
1376347848,0.2034883720930233,0.29513967188968904,0.04,0.21822677843753857
1376348148,0.19767441860465118,0.28125079679817117,0.026666666666666686,0.21001812555613195
1376348448,0.22674418604651173,0.36979117513532733,0.026666666666666686,0.25250205734972336
1376348749,0.2151162790697675,0.36805502435677495,0.053333333333333344,0.24526181810469766
1376349049,0.23255813953488375,0.3090278847074024,0.026666666666666686,0.24138100218460254
1376349349,0.16860465116279075,0.3402776053106412,0.013333333333333341,0.2037593238082805
1376349649,0.2558139534883721,0.4479169667594843,0.013333333333333341,0.2917156757983982
1376349949,0.16860465116279075,0.3246519171667663,0.04,0.2011862351056451
1376350249,0.23255813953488375,0.31423567476925557,0.013333333333333341,0.2420162830333992
1376350549,0.19767441860465118,0.36631887357822224,0.013333333333333341,0.23061847808447805
1376350849,0.22674418604651173,0.37847192902809,0.026666666666666686,0.2546722458229141
1376351149,0.20930232558139542,0.3524296673498021,0.013333333333333341,0.23528571141109397
1376351449,0.34302325581395354,0.8697916718406808,0.12000000000000001,0.4635641970299377
1376351749,0.25,0.6527787849858557,0.013333333333333341,0.33886136291313057
1376352049,0.16860465116279075,0.434027760531064,0.04,0.22853019594671953
1376352349,0.2558139534883721,0.35763778854855743,0.0666666666666667,0.27181254791233317
1376352649,0.16860465116279075,0.3368046414797315,0.026666666666666686,0.2035577495172197
1376352949,0.22674418604651173,0.4010408957385661,0.013333333333333341,0.2596478208338664
1376353249,0.19767441860465118,0.32638839908222095,0.04,0.22196919279381105
1376353549,0.19767441860465118,0.3524303296236066,0.013333333333333341,0.22714634209582416
1376353849,0.22674418604651173,0.2812511279350733,0.053333333333333344,0.2317003788829932
1376354149,0.2034883720930233,0.33159751369168305,0.04,0.2273412388880371
1376354449,0.24418604651162798,0.3003471308146398,0.026666666666666686,0.24735034859513286
1376354749,0.18023255813953493,0.397568594181461,0.026666666666666686,0.22688827257637303
1376355049,0.2558139534883721,0.32465324171437515,0.013333333333333341,0.2608997445371209
1376355349,0.16860465116279075,0.32986070063932593,0.013333333333333341,0.20115509764045167
1376355649,0.22674418604651173,0.34201309381538914,0.013333333333333341,0.24489087035307217
1376355949,0.19767441860465118,0.30382075691935395,0.04,0.2163272822530943
1376356249,0.20930232558139542,0.2951406653003958,0.026666666666666686,0.22163012756540904
1376356549,0.2151162790697675,0.2656261020650028,0.013333333333333341,0.21765458753175462
1376356849,0.19767441860465118,0.3298613629131305,0.013333333333333341,0.22150410041820512
1376357149,0.22674418604651173,0.3524296673498021,0.04,0.24882834707000873
1376357449,0.17441860465116282,0.3263887302191231,0.013333333333333341,0.20435687247726142
1376357749,0.2558139534883721,0.36458371621037655,0.013333333333333341,0.27088236316112124
1376358049,0.18023255813953493,0.3038194323717449,0.0666666666666667,0.205450982123944
1376358349,0.22674418604651173,0.3663178801675155,0.04,0.25230040027443706
1376358649,0.19767441860465118,0.37152633250317313,0.013333333333333341,0.23192034281571577
1376358949,0.22674418604651173,0.3559009754962003,0.013333333333333341,0.24836284077327495
1376359250,0.19767441860465118,0.3506938477081519,0.04,0.22804555495029377
1376359550,0.2034883720930233,0.3559016377700049,0.0666666666666667,0.23475060324095084
1376359850,0.22674418604651173,0.36111042124256476,0.013333333333333341,0.24966520220986607
1376360150,0.18023255813953493,0.3246519171667663,0.013333333333333341,0.2079924366560327
1376360450,0.23837209302325585,0.2812501345243665,0.04,0.2391729987473707
1376360750,0.16860465116279075,0.2847227672183739,0.026666666666666686,0.1905372809518803
1376361050,0.2558139534883721,0.3489576969295993,0.026666666666666686,0.2676425250075936
1376361350,0.16860465116279075,0.32812521213457796,0.013333333333333341,0.20072122551426466
1376361650,0.23837209302325585,0.31076370434905276,0.026666666666666686,0.2458847245368756
1376361950,0.19767441860465118,0.3159721566847103,0.026666666666666686,0.2186984655277667
1376362250,0.19767441860465118,0.28124980338746436,0.013333333333333341,0.2093512105367886
1376362550,0.22674418604651173,0.36458172938896305,0.013333333333333341,0.25053302924646564
1376362849,0.18023255813953493,0.32118060902036794,0.013333333333333341,0.2071246096194331
1376363149,0.24418604651162798,0.36284624088421497,0.026666666666666686,0.26297512611252666
1376363449,0.16860465116279075,0.4131939511884338,0.013333333333333341,0.22198841027772862
1376363749,0.2558139534883721,0.38541553873159334,0.013333333333333341,0.2760903187914254
1376364049,0.16860465116279075,0.31944478937871756,0.026666666666666686,0.19921778649196623
1376364349,0.22674418604651173,0.31944512051561985,0.026666666666666686,0.23991554369479648
1376364650,0.19767441860465118,0.3298613629131305,0.026666666666666686,0.22217076708487177
1376364950,0.2151162790697675,0.2934031899742342,0.053333333333333344,0.22659885950906247
1376365250,0.22674418604651173,0.36111042124256476,0.013333333333333341,0.24966520220986607
1376365550,0.19767441860465118,0.390623991067251,0.013333333333333341,0.23669475745673524
1376365850,0.22674418604651173,0.3541658181283547,0.026666666666666686,0.2485957180979802
1376366150,0.18023255813953493,0.2690977413483033,0.026666666666666686,0.1947705593680836
1376366450,0.2558139534883721,0.3142360059061579,0.21333333333333337,0.2682954355850666
1376366750,0.18604651162790706,0.3420137560891937,0.30666666666666675,0.2310693304951667
1376367050,0.22674418604651173,0.28472309835527604,0.013333333333333341,0.2305683714880439
1376367350,0.19767441860465118,0.333333002196431,0.013333333333333341,0.22237201023903025
1376367650,0.22674418604651173,0.2968758226682416,0.013333333333333341,0.2336065525662853
1376367950,0.19767441860465118,0.3107646977597595,0.013333333333333341,0.21672993412986238
1376368250,0.19767441860465118,0.31250051740140977,0.013333333333333341,0.21716388904027492
1376368550,0.22674418604651173,0.2986109800360872,0.026666666666666686,0.23470700857491333
1376368850,0.18023255813953493,0.361110752379467,0.026666666666666686,0.21777381212587452
1376369150,0.2558139534883721,0.3871536763315594,0.013333333333333341,0.27652485319141695
1376369450,0.16860465116279075,0.4027770465171185,0.013333333333333341,0.21938418410989982
1376369750,0.25,0.3350691529749835,0.013333333333333341,0.2594339549104125
1376370050,0.17441860465116282,0.31944512051561985,0.013333333333333341,0.2026209700513856
1376370350,0.22674418604651173,0.29340219656352745,0.04,0.23407147937344008
1376370650,0.19767441860465118,0.28645924913382864,0.0666666666666667,0.21332023864004632
1376370950,0.2034883720930233,0.27257070517921284,0.026666666666666686,0.21191787009325283
1376371250,0.22674418604651173,0.26388995128645043,0.013333333333333341,0.2253600847208375
1376371550,0.17441860465116282,0.36805502435677495,0.053333333333333344,0.2167734460116744
1376371850,0.2558139534883721,0.27257070517921284,0.026666666666666686,0.248545777069997
1376372150,0.16860465116279075,0.30729272733955676,0.013333333333333341,0.19551310431550936
1376372450,0.2558139534883721,0.3506941788450542,0.053333333333333344,0.2694099788197907
1376372750,0.16860465116279075,0.4288193081954064,0.026666666666666686,0.22656141619613843
1376373050,0.22674418604651173,0.3298610317762283,0.013333333333333341,0.24185285484328195
1376373350,0.2034883720930233,0.3142360059061579,0.013333333333333341,0.22166752860832248
1376373651,0.19767441860465118,0.3194457827894244,0.026666666666666686,0.21956687205394523
1376373951,0.22674418604651173,0.32118226470487915,0.04,0.24101649640877798
1376374251,0.19767441860465118,0.2743065248208632,0.026666666666666686,0.20828205756180493
1376374551,0.22674418604651173,0.38367938795304074,0.026666666666666686,0.25597411055415176
1376374851,0.17441860465116282,0.3420140872260959,0.013333333333333341,0.2082632117290046
1376375151,0.2558139534883721,0.36284723429492177,0.013333333333333341,0.27044824268225753
1376375451,0.16860465116279075,0.3454847330986898,0.013333333333333341,0.20506110575529266
1376375751,0.22674418604651173,0.3402772741737388,0.013333333333333341,0.2444569154426596
1376376051,0.2034883720930233,0.34548506423559194,0.013333333333333341,0.229479793190681
1376376351,0.2209302325581396,0.36805502435677495,0.053333333333333344,0.24933158554655813
1376376651,0.2034883720930233,0.36458172938896305,0.0666666666666667,0.2369206261456904
1376376951,0.19767441860465118,0.3090272224335979,0.013333333333333341,0.21629556529832197
1376377251,0.22674418604651173,0.3246542351250819,0.04,0.2418844890138287
1376377551,0.1918604651162791,0.3229167597989203,0.04,0.21703151553112546
1376377851,0.26162790697674426,0.34374990686774626,0.04,0.27107701160065756
1376378151,0.16860465116279075,0.36284690315801943,0.013333333333333341,0.20940164827012506
1376378451,0.23837209302325585,0.29166836374329075,0.04,0.24177755605210177
1376378751,0.1918604651162791,0.31597116327400354,0.013333333333333341,0.21396178306656294
1376379051,0.22674418604651173,0.3125001862645075,0.013333333333333341,0.23751264346535175
1376379351,0.19767441860465118,0.3645827227996698,0.013333333333333341,0.23018444038983996
1376379651,0.2034883720930233,0.29513934075278675,0.026666666666666686,0.2175600289866463
1376379951,0.22674418604651173,0.34548638878320104,0.026666666666666686,0.2464258607616918
1376380251,0.16860465116279075,0.37326314555553014,0.026666666666666686,0.21267237553616938
1376380551,0.2790697674418605,0.36458371621037655,0.04,0.2884947662618965
1376380851,0.17441860465116282,0.3402776053106412,0.026666666666666686,0.2084957579168076
1376381151,0.2558139534883721,0.392360804119608,0.04,0.27915996847176244
1376381451,0.16860465116279075,0.36284723429492177,0.013333333333333341,0.20940173105435064
1376381751,0.22674418604651173,0.34548407082488525,0.013333333333333341,0.2457586146054462
1376382051,0.19767441860465118,0.30208526841460587,0.04,0.21589341012690727
1376382351,0.19767441860465118,0.2812504656612688,0.026666666666666686,0.21001804277190636
1376382651,0.22674418604651173,0.35416648040215915,0.013333333333333341,0.24792921699976467
1376382951,0.19767441860465118,0.3402766118999343,0.013333333333333341,0.22410791266490607
1376383251,0.23255813953488375,0.3350691529749835,0.026666666666666686,0.24789131925149782
1376383551,0.16860465116279075,0.34374990686774626,0.013333333333333341,0.20462739919755676
1376383851,0.2558139534883721,0.36979117513532733,0.04,0.27351756122569226
1376384151,0.19767441860465118,0.3541658181283547,0.08000000000000002,0.2309135475553445
1376384451,0.23255813953488375,0.3472222084248514,0.013333333333333341,0.25026291644729814
1376384752,0.2034883720930233,0.3472222084248514,0.053333333333333344,0.23191407923799584
1376385052,0.20930232558139542,0.39062498447795774,0.013333333333333341,0.2448345406931329
1376385352,0.2151162790697675,0.32812355645006674,0.013333333333333341,0.2332789511280206
1376385652,0.19767441860465118,0.291667370332584,0.013333333333333341,0.2119556022730685
1376385952,0.23255813953488375,0.34722187728794907,0.04,0.25159616699640586
1376386252,0.17441860465116282,0.3454860576462987,0.013333333333333341,0.20913120433405533
1376386552,0.2558139534883721,0.2968758226682416,0.026666666666666686,0.2546220564422542
1376386852,0.18023255813953493,0.3177076451894584,0.04,0.20758970199503904
1376387152,0.23255813953488375,0.3680563489043838,0.026666666666666686,0.2561381182338479
1376387452,0.19767441860465118,0.4357639113096165,0.013333333333333341,0.24797973751732663
1376387752,0.22674418604651173,0.3628455786104105,0.026666666666666686,0.25076565821849417
1376388052,0.19767441860465118,0.3229160975251159,0.026666666666666686,0.22043445073786813
1376388352,0.19767441860465118,0.30729173392884995,0.04,0.2171950265054683
1376388652,0.22674418604651173,0.3333339956071379,0.026666666666666686,0.243387762467676
1376388952,0.16860465116279075,0.3281245498607735,0.013333333333333341,0.20072105994581355
1376389252,0.2558139534883721,0.4375000620881692,0.04,0.29044478296390275
1376389552,0.16860465116279075,0.36458172938896305,0.026666666666666686,0.2105020214945276
1376389852,0.22674418604651173,0.3177076451894584,0.026666666666666686,0.23948117486325612
1376390152,0.19767441860465118,0.34374891345703945,0.013333333333333341,0.22497598805418237
1376390452,0.23837209302325585,0.33333267105952874,0.04,0.25219363288116126
1376390752,0.19767441860465118,0.35416681153906143,0.026666666666666686,0.2282471292413545
1376391052,0.19767441860465118,0.38020708639593576,0.04,0.23542386462223974
1376391352,0.22674418604651173,0.3541678049497682,0.013333333333333341,0.24792954813666693
1376391652,0.18023255813953493,0.3229151041144091,0.013333333333333341,0.2075582333929434
1376391952,0.24418604651162798,0.390623991067251,0.053333333333333344,0.271252896991619
1376392252,0.18604651162790706,0.3281255432714803,0.013333333333333341,0.21293061062407168
1376392552,0.24418604651162798,0.3489583592034038,0.026666666666666686,0.2595031556923239
1376392853,0.18023255813953493,0.3645827227996698,0.013333333333333341,0.21797513806425858
1376393153,0.3662790697674419,0.4687497826914078,0.28,0.3875827945100613
1376393453,0.24418604651162798,0.39062498447795774,0.4666666666666667,0.29191981201096234
1376393753,0.24418604651162798,0.30729272733955676,0.4533333333333333,0.27042008105969545
1376394053,0.2732558139534884,0.3697921685460342,0.4666666666666667,0.30706044523728376
1376394353,0.23255813953488375,0.3246522483036684,0.4533333333333333,0.2666204264170024
1376394653,0.2965116279069768,0.3489583592034038,0.4533333333333333,0.3174643960024014
1376394953,0.23837209302325585,0.3125001862645075,0.4800000000000001,0.268985511682406
1376395253,0.2790697674418605,0.2760420133256112,0.4800000000000001,0.28835934054070517
1376395552,0.23255813953488375,0.291667370332584,0.4533333333333333,0.2583742069242313
1376395852,0.2674418604651163,0.3281245498607735,0.4666666666666667,0.2925737731241081
1376396152,0.24418604651162798,0.2656261020650028,0.4666666666666667,0.2606700914077236
1376396452,0.24418604651162798,0.30729074051814315,0.4666666666666667,0.2710862510210087
1376396752,0.2674418604651163,0.3454857265093965,0.4666666666666667,0.29691406728626385
1376397052,0.24418604651162798,0.3593762572854258,0.4800000000000001,0.28477429687949607
1376397352,0.2790697674418605,0.3125011796752143,0.44000000000000006,0.2954741321281059
1376397652,0.22674418604651173,0.32291709093582266,0.4666666666666667,0.2627835362998472
1376397952,0.308139534883721,0.30208328159319237,0.4533333333333333,0.31388516148356943
1376398252,0.2209302325581396,0.3732628144186278,0.4666666666666667,0.27130019972868796
1376398552,0.2674418604651163,0.3385424479427954,0.4800000000000001,0.2958449143112803
1376398853,0.24418604651162798,0.34375090027845306,0.4666666666666667,0.28020129096108615
1376399153,0.2674418604651163,0.2673612594328486,0.5066666666666667,0.2793829505171269
1376399453,0.25,0.3090265601597935,0.4800000000000001,0.2762566400399484
1376399753,0.28488372093023256,0.37499929633408263,0.5066666666666667,0.3185017620680168
1376400053,0.3023255813953489,0.5052089490410111,0.52,0.363930144236997
1376400353,0.22674418604651173,0.34895736579269704,0.36000000000000004,0.2639602716807325
1376400653,0.26162790697674426,0.3958334368136152,0.0666666666666667,0.2854312274204581
1376400953,0.18023255813953493,0.390623991067251,0.09333333333333335,0.22848545513115387
1376401253,0.22674418604651173,0.42361085585974895,0.053333333333333344,0.2672903108641621
1376401553,0.19767441860465118,0.390623991067251,0.013333333333333341,0.23669475745673524
1376401853,0.22674418604651173,0.3593742704640122,0.013333333333333341,0.24923116451522795
1376402153,0.19767441860465118,0.34374990686774626,0.026666666666666686,0.22564290307352572
1376402453,0.19767441860465118,0.38020708639593576,0.013333333333333341,0.23409053128890642
1376402753,0.22674418604651173,0.29687681607894834,0.04,0.2349401342522953
1376403053,0.16860465116279075,0.3281245498607735,0.026666666666666686,0.2013877266124802
1376403353,0.2558139534883721,0.2899322129647383,0.013333333333333341,0.25221948734971167
1376403653,0.18023255813953493,0.3854165321423001,0.04,0.22451692373324947
1376403953,0.22674418604651173,0.2968758226682416,0.04,0.23493988589961862
1376404253,0.3313953488372093,0.38020741753283793,0.12000000000000001,0.33302859856925593
1376404553,0.24418604651162798,0.7899310539855803,0.026666666666666686,0.369746329387868
1376404853,0.23837209302325585,0.4427085144238268,0.013333333333333341,0.27820426038890245
1376405153,0.19767441860465118,0.36805502435677495,0.026666666666666686,0.23171918244578288
1376405453,0.22674418604651173,0.2968748292575347,0.026666666666666686,0.2342729708802752
1376405753,0.19767441860465118,0.34374990686774626,0.013333333333333341,0.22497623640685907
1376406053,0.19767441860465118,0.3350701463856903,0.04,0.2241396296196784
1376406353,0.23255813953488375,0.36805568663057936,0.026666666666666686,0.2561379526653968
1376406653,0.18023255813953493,0.35416681153906143,0.013333333333333341,0.2153711602491065
1376406954,0.24418604651162798,0.3906259778886645,0.026666666666666686,0.2699200603636391
1376407254,0.18023255813953493,0.291667370332584,0.026666666666666686,0.20041296661415378
1376407554,0.23837209302325585,0.4097216496313287,0.026666666666666686,0.2706242108574446
1376407854,0.18604651162790706,0.35590196890690706,0.04,0.2212080503662617
1376408154,0.23837209302325585,0.32986070063932593,0.013333333333333341,0.24999230694277724
1376408454,0.20930232558139542,0.37499863406027817,0.026666666666666686,0.24159461975537963
1376408754,0.2034883720930233,0.34375090027845306,0.013333333333333341,0.22904625220139627
1376409054,0.22674418604651173,0.296875160394437,0.026666666666666686,0.23427305366450077
1376409354,0.2034883720930233,0.286458586860024,0.013333333333333341,0.214723173846789
1376409654,0.22674418604651173,0.3125001862645075,0.013333333333333341,0.23751264346535175
1376409954,0.16860465116279075,0.3229174220727249,0.04,0.20075261133213473
1376410254,0.2558139534883721,0.34374990686774626,0.026666666666666686,0.26634057749213036
1376410554,0.16860465116279075,0.3541658181283547,0.013333333333333341,0.20723137701270886
1376410854,0.22674418604651173,0.31944512051561985,0.026666666666666686,0.23991554369479648
1376411154,0.19767441860465118,0.3055562454241019,0.013333333333333341,0.21542782104594796
1376411454,0.19767441860465118,0.31770896973706747,0.04,0.21979933545752267
1376411754,0.22674418604651173,0.3576391130961665,0.013333333333333341,0.24879737517326653
1376412054,0.2151162790697675,0.31250051740140977,0.026666666666666686,0.230039858032523
1376412354,0.22674418604651173,0.37673610938643975,0.013333333333333341,0.2535716242458348
1376412654,0.16860465116279075,0.3229160975251159,0.026666666666666686,0.20008561352856583
1376412954,0.2558139534883721,0.34375090027845306,0.026666666666666686,0.26634082584480706
1376413255,0.16860465116279075,0.32638906135602547,0.026666666666666686,0.2009538544862932
1376413555,0.22674418604651173,0.37673511597573295,0.053333333333333344,0.2555713758931581
1376413855,0.19767441860465118,0.3107646977597595,0.013333333333333341,0.21672993412986238
1376414155,0.20930232558139542,0.3177076451894584,0.013333333333333341,0.22660520587100805
1376414455,0.2151162790697675,0.3038194323717449,0.013333333333333341,0.22720292010844015
1376414755,0.19767441860465118,0.32118127129417234,0.013333333333333341,0.2193340775134656
1376415055,0.23255813953488375,0.31944545165252214,0.013333333333333341,0.24331872725421583
1376415355,0.16860465116279075,0.2986109800360872,0.013333333333333341,0.193342667489642
1376415655,0.2558139534883721,0.3472225395617536,0.026666666666666686,0.2672087356656322
1376415955,0.16860465116279075,0.3663178801675155,0.013333333333333341,0.21026939252249907
1376416255,0.2209302325581396,0.3506931854343472,0.026666666666666686,0.24365779248261785
1376416555,0.19767441860465118,0.34548539537249423,0.026666666666666686,0.2260767751997127
1376416855,0.22674418604651173,0.3159731500954171,0.053333333333333344,0.24038088442307917
1376417155,0.2034883720930233,0.34374891345703945,0.053333333333333344,0.23104575549604286
1376417455,0.19767441860465118,0.31597116327400354,0.013333333333333341,0.21803155050842338
1376417755,0.22674418604651173,0.3090278847074024,0.013333333333333341,0.23664456807607548
1376418055,0.19767441860465118,0.35763845082236195,0.04,0.22978170572884632
1376418355,0.22674418604651173,0.3211809401572702,0.013333333333333341,0.23968283193854242
1376418655,0.16860465116279075,0.34548638878320104,0.013333333333333341,0.20506151967642045
