TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,VmID,VmProcessingSpeed,VmRam,VmBandwidth,VmStorage,VmMemoryCost,VmStorageCost,VmBandwidthCost,VmProcessingCost,
114,71,10,79,48.12456157317462,20.321644699067804,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
115,11,17,92,-5.17264600312231,103.02934542261414,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
116,99,10,36,-44.04841187563144,96.2492478614476,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
117,82,17,46,0.556694961610944,-121.96457640761173,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
118,37,14,74,56.251934194547516,128.06937432999553,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
119,55,18,55,48.95762184191187,-63.68784242211778,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
120,65,19,90,71.2098480678435,9.394504579371045,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
121,56,12,64,-79.63614387786845,27.580708114697615,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
122,45,20,36,74.22512590228564,-159.17987583146171,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
123,32,13,60,-12.595299334097405,-86.48166824247409,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
124,39,14,28,-29.075660812678386,-63.82058804716799,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
125,75,13,59,26.087454759323094,-150.74992651600462,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
126,88,20,83,10.29403685777342,13.680787233283695,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
127,23,20,60,5.932421822314865,-64.10097951592444,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
128,88,20,36,19.44971532541831,160.14387830107904,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
129,68,17,37,49.765839415706125,115.88957887334647,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
130,40,12,65,85.20156224297804,-86.98651243851454,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
131,59,16,78,-3.373006412102683,5.54364887551742,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
132,77,12,33,-22.789095711076257,-158.12814946518384,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
133,50,14,88,1.8665687365911907,120.42913256362596,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
134,60,15,46,66.49411061669412,142.6982938986613,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
135,20,15,59,60.4564595108491,154.7808988755802,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
136,21,15,21,71.96161480692635,-40.3856790111725,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
137,55,20,82,39.33481046463538,40.874953829470485,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
138,88,12,69,43.298702259453336,161.21158570678125,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
139,20,18,87,-52.36546879398894,-12.333193531579013,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
140,56,10,65,-51.891824731357545,-42.025790603307115,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
141,55,18,30,10.745431364287782,100.8731299655401,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
142,22,19,20,65.82924045515614,-163.57518289333007,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
143,89,10,94,-35.40567670306809,27.079252231834403,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
144,58,18,39,-56.70217457675997,-58.68057386888839,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
145,43,20,68,-6.783015282039187,19.91220440780927,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
146,85,19,26,26.391236412415452,-53.15909384086018,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
147,46,19,98,-11.035891817831214,72.24055345792888,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
148,42,17,22,-29.34217949769377,-3.3184157095621742,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
149,72,20,64,87.03172816076233,-54.618308948536296,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
150,29,15,12,-39.019251274697375,178.71704333356774,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
151,43,19,56,73.0148892782795,80.02999715952654,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
152,63,11,13,12.967043338786553,109.12615417500109,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
153,85,18,46,61.850860577139,138.2743268105183,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
154,88,10,13,84.00256163257708,63.995713737272155,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
155,99,19,40,49.78831061983118,-76.54627379639618,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
156,64,12,71,65.69604613673971,-38.61983862299732,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
157,56,16,93,-87.09284148609613,-1.22592389578179,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
158,78,17,48,70.20578474703402,-42.92695415933068,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
159,68,11,81,-7.915662468165152,-57.02709480524739,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
160,90,19,12,-15.300246220973747,-101.45466215889194,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
161,76,18,58,19.143035552997063,-69.31507545187065,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
162,85,10,45,-84.40579435200223,-123.74199505030992,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
163,95,18,70,-7.646382370690418,-63.87144642605233,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
164,89,20,20,-79.66081024622645,113.15289392736594,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
165,62,20,12,20.924476723907176,-95.2250866854793,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
166,97,19,12,17.380422845762936,20.454284959466605,15,203.0,10,67,151,7.0,9.0,6.0,6.0,
167,45,16,18,52.06255652302792,93.13411030389295,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
168,46,14,22,-51.42424842412551,-94.61321454410924,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
169,12,13,90,33.29743230230888,-18.424344826088685,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
170,77,16,100,40.097952247976394,-151.1680226261936,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
171,22,12,91,-61.552721200081194,-20.36428288947201,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
172,10,18,92,65.4969578168699,20.679410286898303,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
173,57,10,33,-25.8343739457478,-16.499571565326136,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
174,26,14,65,-39.93846244963504,-4.4989539581715405,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
175,23,12,56,64.80087279685623,157.35990075565218,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
176,86,14,81,-32.058323294087046,-11.897410095347112,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
177,35,11,38,18.848675200003925,-109.86276422326665,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
178,92,12,36,-75.60500257723827,-91.54073576752437,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
179,74,15,53,-42.95249574936827,58.6921910782832,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
180,87,19,11,-28.281395482719454,-51.149210395843795,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
181,28,19,71,-7.324420913571032,107.9555250337337,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
182,91,17,66,-61.33533513183264,137.8347155591851,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
183,90,19,42,73.35456471458784,-121.16541352092284,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
184,92,18,99,79.84130709769698,-178.82778033301412,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
185,50,20,50,-3.8249762219948167,-175.57174413099835,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
186,88,19,89,68.68181392020355,120.02901397793784,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
187,29,13,84,-75.70700495597774,35.42738487468171,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
188,27,12,65,82.92004830911327,46.69264187093157,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
189,71,13,53,20.203242390076824,-165.14789923195232,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
190,18,19,18,52.878942062143835,68.01850244060316,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
191,88,14,21,-64.55461803657067,-12.722767195145252,15,203.0,10,67,151,7.0,9.0,6.0,6.0,
192,78,10,57,-65.69456800378615,17.91664968733116,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
193,49,19,43,-22.555328892253357,26.524749027461723,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
194,44,15,78,35.10188751867639,147.1648218687876,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
195,33,13,92,15.015584815827154,-56.9521124637528,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
196,18,14,76,-79.69624220320551,171.16140098464456,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
197,52,10,20,-28.926219181152476,147.98695171138786,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
198,56,17,70,-43.463578059283705,-161.8709435097649,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
199,24,18,33,-83.43623459303866,51.80369285867741,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
200,56,17,81,-21.772423848544108,97.51881081871119,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
201,69,13,77,-0.5844890281377673,125.41786556612885,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
202,84,18,93,-36.76444511228791,-15.924655730964105,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
203,80,16,78,-52.32022687133815,106.48307547544675,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
204,78,12,17,-31.372350081200395,55.33788387109561,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
205,95,13,62,6.688245705362789,93.47680131206084,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
206,51,10,66,4.710797038969886,162.93570006178032,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
207,61,17,47,40.744405447248454,-37.39986374662146,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
208,35,10,98,86.94657814422314,-144.78021545153265,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
209,23,17,12,-15.944036521805316,-136.2654750973644,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
210,22,17,93,63.06256856704107,-164.65323987494833,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
211,63,18,53,78.08915349479787,160.1961107547031,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
212,57,12,58,70.6686661864785,120.53043683551249,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
213,43,13,36,-65.93627505810684,76.43297722853663,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
214,60,20,39,-4.320804416182071,-80.93388594339024,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
215,31,17,27,27.646431661211395,106.05777391235733,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
216,49,19,29,-33.59018166508486,-35.95946094107788,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
217,65,20,61,-47.58183280879321,-99.45178532110843,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
218,68,20,35,41.736357648930124,81.94193884845515,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
219,52,16,71,-18.87859427589875,120.80788085921557,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
220,84,20,16,13.2296012383717,5.2267919294446585,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
221,74,19,16,22.847605643887164,146.14017647161273,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
222,92,10,62,84.64836693639919,-65.4280082270678,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
223,82,19,62,-87.03782222585106,-88.10389813767152,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
224,21,16,85,82.79381503556601,82.06348287427352,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
225,17,10,35,-7.6426178238067735,124.28605396092928,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
226,42,13,64,23.830025367685067,-5.111070333709449,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
227,35,19,66,88.72772038994813,-36.91545432138423,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
228,57,17,68,59.53419893381215,-61.33126709014155,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
229,22,15,32,-29.773882583706147,-153.02545503606115,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
230,88,20,61,-10.623441169120142,167.85068618434423,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
231,58,18,87,-20.967038896650706,67.47948693907648,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
232,65,15,21,-61.33713339671395,94.62485725253981,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
233,46,17,55,22.130427537719825,179.1571692059013,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
234,39,11,15,-64.80211362851318,170.08158274747086,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
235,79,14,53,12.149469407972532,-168.93156293966322,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
236,10,19,32,-50.19566319839914,-40.19132596648359,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
237,86,15,77,-61.90323577482075,69.2828059739278,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
238,54,11,75,-58.92864584775799,-91.8315797627234,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
239,37,16,73,29.85546278792758,-127.69845166615728,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
240,66,20,73,-62.16074520368001,-48.59449295647221,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
241,92,16,27,-37.143739752286976,-136.57643679139085,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
242,96,13,54,7.101498953201528,-113.64833473357467,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
243,91,15,83,-9.436882134862017,-51.60036558270602,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
244,38,20,49,-69.03582541142347,-106.72238169014965,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
245,34,13,96,-79.97359557205172,-61.237400688510505,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
246,89,17,71,25.904218381957577,-35.44134207391633,10,118.0,22,79,123,8.0,6.0,6.0,5.0,
247,39,17,47,-54.277006918532194,82.5624381044679,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
248,83,16,66,-30.588779433921893,-136.08116594937158,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
249,10,12,32,-56.70749745831236,143.2885033064847,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
250,95,18,49,-87.18194992699766,74.15582641985355,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
251,56,11,16,-31.541800096923595,-179.03615161748826,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
252,80,15,62,-59.99501497131922,-154.46031009202997,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
253,28,11,68,59.559188024123415,79.20098600265288,13,235.0,30,84,69,10.0,7.0,5.0,10.0,
254,90,11,56,-88.203886966321,154.86889327769313,1,199.0,19,90,180,8.0,8.0,5.0,8.0,
