TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterLatitude,DataCenterLongitude,DistanceFromDataCenter,DataCenterCpuCost,DataCenterRamCost,DataCenterStorageCost,DataCenterBwCost,DataCenterTotalLoad,NetworkDelay,CET,ObjectiveFunction,DataCenterID
40,4.173541666666667,27,19,27,82.53846311705988,152.18621981686886,74.17352985627201,3.8333252049254725,2503.0,48.0,15.0,26.0,27.0,3362.0,0.46,16.28,2362.55,3
41,4.314166666666667,74,17,76,40.23646931928553,-165.65264462846812,74.17352985627201,3.8333252049254725,7268.0,48.0,15.0,26.0,27.0,3362.0,1.28,35.5,2375.25,3
42,5.877777777777777,96,11,44,14.665157138851583,177.77833615162922,-74.18907544438073,-68.48584252741054,12283.0,42.0,20.0,22.0,17.0,3366.0,0.8,37.94,2383.9,5
43,4.71,68,20,99,50.919260290267545,-127.54249607650385,74.17352985627201,3.8333252049254725,5639.0,48.0,15.0,26.0,27.0,3362.0,1.67,33.76,2373.04,3
44,6.203703703703703,65,17,37,-85.99084743991381,144.5257671718278,-74.18907544438073,-68.48584252741054,2145.0,42.0,20.0,22.0,17.0,3366.0,0.68,27.79,2369.67,5
45,3.6976576576576576,70,11,52,-30.257555049683596,-4.347245171037656,-46.411964600904724,27.577266332250304,3279.0,56.0,19.0,30.0,28.0,3352.0,1.04,36.2,2364.47,4
46,3.9318918918918917,74,11,53,21.762186356965557,-15.543540910961383,-46.411964600904724,27.577266332250304,8732.0,56.0,19.0,30.0,28.0,3352.0,1.06,38.08,2370.68,4
47,6.477777777777777,47,13,42,14.651165527016616,173.42682639343474,-74.18907544438073,-68.48584252741054,12404.0,42.0,20.0,22.0,17.0,3366.0,0.77,20.25,2376.94,5
48,4.17063063063063,84,11,65,32.04006037853952,80.96772243340394,-46.411964600904724,27.577266332250304,10235.0,56.0,19.0,30.0,28.0,3352.0,1.3,42.78,2374.14,4
49,6.788888888888888,89,17,48,-35.50661972480828,-160.95524664290912,-74.18907544438073,-68.48584252741054,6302.0,42.0,20.0,22.0,17.0,3366.0,0.88,36.67,2377.43,5
50,5.225625,69,17,33,81.92162634824615,-123.27318024417801,74.17352985627201,3.8333252049254725,2407.0,48.0,15.0,26.0,27.0,3362.0,0.56,33.4,2369.34,3
51,5.3975,97,14,66,37.79197910308274,33.59938846272436,74.17352985627201,3.8333252049254725,4341.0,48.0,15.0,26.0,27.0,3362.0,1.11,44.38,2375.83,3
52,4.463423423423423,73,12,57,-28.055639228173533,-3.569893560869417,-46.411964600904724,27.577266332250304,3394.0,56.0,19.0,30.0,28.0,3352.0,1.14,37.91,2365.3,4
53,4.72018018018018,40,19,26,-14.79691000727577,37.71754018835978,-46.411964600904724,27.577266332250304,3640.0,56.0,19.0,30.0,28.0,3352.0,0.52,24.5,2360.0,4
54,5.74125,34,12,16,56.19917852269191,39.889204391794095,74.17352985627201,3.8333252049254725,2530.0,48.0,15.0,26.0,27.0,3362.0,0.27,17.4,2362.97,3
55,7.144444444444443,38,14,67,-27.314110002744513,-91.0771655193496,-74.18907544438073,-68.48584252741054,5372.0,42.0,20.0,22.0,17.0,3366.0,1.23,17.14,2368.8,5
56,5.851249999999999,30,13,78,79.20504923804597,69.6061351520058,74.17352985627201,3.8333252049254725,1665.0,48.0,15.0,26.0,27.0,3362.0,1.31,15.98,2361.85,3
57,6.257499999999999,75,20,72,78.99328133256893,132.20849046773492,74.17352985627201,3.8333252049254725,2691.0,48.0,15.0,26.0,27.0,3362.0,1.21,36.7,2371.13,3
58,7.640740740740739,72,12,20,-33.211775420377194,-63.77274963503005,-74.18907544438073,-68.48584252741054,4563.0,42.0,20.0,22.0,17.0,3366.0,0.37,29.28,2372.59,5
59,7.788888888888887,73,13,42,-67.85252831815417,163.67368741742428,-74.18907544438073,-68.48584252741054,3790.0,42.0,20.0,22.0,17.0,3366.0,0.77,29.87,2372.17,5
60,4.837297297297297,47,14,57,72.10989402161545,165.96914997748758,-46.411964600904724,27.577266332250304,16452.0,56.0,19.0,30.0,28.0,3352.0,1.14,26.29,2373.71,4
61,8.099999999999998,84,10,37,8.178403671721782,-36.802323741046706,-74.18907544438073,-68.48584252741054,9416.0,42.0,20.0,22.0,17.0,3366.0,0.68,33.28,2379.13,5
62,5.094054054054054,51,11,89,-20.879851513806642,42.1887219010959,-46.411964600904724,27.577266332250304,3132.0,56.0,19.0,30.0,28.0,3352.0,1.78,27.27,2360.97,4
63,8.374074074074072,94,14,67,-61.067987513192676,-175.1785811232555,-74.18907544438073,-68.48584252741054,4054.0,42.0,20.0,22.0,17.0,3366.0,1.23,37.86,2375.77,5
64,6.632499999999999,13,13,11,67.46109991624635,31.65817222934399,74.17352985627201,3.8333252049254725,1241.0,48.0,15.0,26.0,27.0,3362.0,0.19,8.84,2358.23,3
65,5.494954954954955,54,13,66,29.82924311407669,3.9842528940430384,-46.411964600904724,27.577266332250304,8803.0,56.0,19.0,30.0,28.0,3352.0,1.32,29.28,2367.31,4
66,8.870370370370368,31,10,21,10.029593073070387,-57.23478352603151,-74.18907544438073,-68.48584252741054,9397.0,42.0,20.0,22.0,17.0,3366.0,0.38,13.67,2371.18,5
67,6.742499999999999,14,11,82,53.52560590628295,-35.07464727265739,74.17352985627201,3.8333252049254725,2876.0,48.0,15.0,26.0,27.0,3362.0,1.38,8.74,2360.19,3
68,7.169583333333332,14,17,42,74.80671420971746,-121.89945315854384,74.17352985627201,3.8333252049254725,3061.0,48.0,15.0,26.0,27.0,3362.0,0.71,10.3,2360.79,3
69,9.025925925925923,72,15,89,43.00441831846615,-164.62800146487706,-74.18907544438073,-68.48584252741054,14750.0,42.0,20.0,22.0,17.0,3366.0,1.63,29.94,2383.42,5
70,9.685185185185183,84,11,66,-54.0352400563946,168.62990961280286,-74.18907544438073,-68.48584252741054,5139.0,42.0,20.0,22.0,17.0,3366.0,1.21,33.5,2375.1,5
71,5.792252252252252,43,20,96,5.360332944873107,-136.57598158586956,-46.411964600904724,27.577266332250304,15202.0,56.0,19.0,30.0,28.0,3352.0,1.92,26.21,2372.66,4
72,6.224684684684685,62,12,50,-29.647409236441092,70.4884864580446,-46.411964600904724,27.577266332250304,4129.0,56.0,19.0,30.0,28.0,3352.0,1.0,32.74,2363.93,4
73,7.388333333333332,40,20,33,85.31651162052384,17.059328251860336,74.17352985627201,3.8333252049254725,1258.0,48.0,15.0,26.0,27.0,3362.0,0.56,22.0,2363.63,3
74,6.44990990990991,14,15,57,-47.782584541136856,49.78059770864084,-46.411964600904724,27.577266332250304,1681.0,56.0,19.0,30.0,28.0,3352.0,1.14,11.08,2352.86,4
75,10.174074074074072,88,11,63,-61.75070179119855,67.2467157506897,-74.18907544438073,-68.48584252741054,4554.0,42.0,20.0,22.0,17.0,3366.0,1.15,34.98,2375.09,5
76,7.560208333333332,65,16,71,20.098701848258017,-157.71204558575792,74.17352985627201,3.8333252049254725,9448.0,48.0,15.0,26.0,27.0,3362.0,1.2,31.46,2375.79,3
77,7.929999999999999,91,12,68,39.23858853975244,45.83070982959313,74.17352985627201,3.8333252049254725,4452.0,48.0,15.0,26.0,27.0,3362.0,1.15,41.34,2374.73,3
78,10.640740740740739,66,19,58,-4.837793238816872,-87.93349398792773,-74.18907544438073,-68.48584252741054,7816.0,42.0,20.0,22.0,17.0,3366.0,1.06,28.6,2375.77,5
79,8.284166666666666,39,18,23,49.25752408356024,-7.06377300514464,74.17352985627201,3.8333252049254725,2818.0,48.0,15.0,26.0,27.0,3362.0,0.39,21.06,2364.76,3
80,8.403958333333332,51,11,68,66.69525783527646,146.89595745290717,74.17352985627201,3.8333252049254725,4127.0,48.0,15.0,26.0,27.0,3362.0,1.15,24.28,2367.58,3
81,11.07037037037037,94,17,32,-78.77824725879069,32.96101617439558,-74.18907544438073,-68.48584252741054,2341.0,42.0,20.0,22.0,17.0,3366.0,0.59,38.52,2374.13,5
82,6.706666666666667,61,13,48,-30.421708999364732,-7.859550979070576,-46.411964600904724,27.577266332250304,3520.0,56.0,19.0,30.0,28.0,3352.0,0.96,32.57,2363.24,4
83,11.307407407407407,57,18,60,10.127950584028326,169.41365176439194,-74.18907544438073,-68.48584252741054,12027.0,42.0,20.0,22.0,17.0,3366.0,1.1,25.05,2378.58,5
84,8.758124999999998,34,20,35,80.46727821924057,156.96502085792582,74.17352985627201,3.8333252049254725,2746.0,48.0,15.0,26.0,27.0,3362.0,0.59,19.48,2364.12,3
85,11.751851851851852,89,11,85,-69.9393043411711,-45.6893509938387,-74.18907544438073,-68.48584252741054,904.0,42.0,20.0,22.0,17.0,3366.0,1.55,35.35,2371.71,5
86,8.940416666666664,72,19,50,73.69033810240373,7.734357969432949,74.17352985627201,3.8333252049254725,131.0,48.0,15.0,26.0,27.0,3362.0,0.84,35.18,2367.86,3
87,6.922882882882883,76,16,21,58.37438177756704,86.16595412262649,-46.411964600904724,27.577266332250304,12827.0,56.0,19.0,30.0,28.0,3352.0,0.42,40.52,2375.56,4
88,7.032882882882882,37,17,25,71.21929075676522,171.20686843495395,-46.411964600904724,27.577266332250304,16659.0,56.0,19.0,30.0,28.0,3352.0,0.5,22.49,2372.21,4
89,7.145495495495495,75,11,95,-47.80672541873252,164.12413967164116,-46.411964600904724,27.577266332250304,8721.0,56.0,19.0,30.0,28.0,3352.0,1.9,38.55,2371.11,4
90,7.573423423423423,89,14,53,-51.610884608767975,13.540332213818147,-46.411964600904724,27.577266332250304,1172.0,56.0,19.0,30.0,28.0,3352.0,1.06,46.03,2366.3,4
91,12.381481481481481,10,12,38,-76.2828447697401,8.815359591672546,-74.18907544438073,-68.48584252741054,2044.0,42.0,20.0,22.0,17.0,3366.0,0.7,6.34,2360.99,5
92,9.20083333333333,10,18,88,78.72529517480405,31.763779492387926,74.17352985627201,3.8333252049254725,872.0,48.0,15.0,26.0,27.0,3362.0,1.48,8.88,2358.27,3
93,9.659166666666664,38,18,49,65.92978615057999,81.19843961383356,74.17352985627201,3.8333252049254725,2832.0,48.0,15.0,26.0,27.0,3362.0,0.83,20.64,2364.74,3
94,7.812162162162162,100,19,62,1.3113632043987877,41.04076444796209,-46.411964600904724,27.577266332250304,5467.0,56.0,19.0,30.0,28.0,3352.0,1.24,52.7,2373.32,4
95,12.662962962962963,17,17,79,-8.736782899082144,-23.290060411658658,-74.18907544438073,-68.48584252741054,7824.0,42.0,20.0,22.0,17.0,3366.0,1.45,10.03,2368.47,5
96,13.248148148148148,51,12,26,0.10808443846218552,165.36584591191195,-74.18907544438073,-68.48584252741054,11047.0,42.0,20.0,22.0,17.0,3366.0,0.48,21.51,2376.0,5
97,9.914374999999998,78,13,12,62.806837141865174,-138.05550989404594,74.17352985627201,3.8333252049254725,4529.0,48.0,15.0,26.0,27.0,3362.0,0.2,36.14,2372.45,3
98,13.440740740740742,100,18,99,-39.089784763757464,-127.57001741196277,-74.18907544438073,-68.48584252741054,4929.0,42.0,20.0,22.0,17.0,3366.0,1.81,40.96,2378.06,5
99,10.024374999999997,60,11,63,48.3131605913091,145.1187180399982,74.17352985627201,3.8333252049254725,6089.0,48.0,15.0,26.0,27.0,3362.0,1.06,28.06,2371.03,3
100,8.091441441441441,14,13,81,-20.36511096228432,76.1802650372602,-46.411964600904724,27.577266332250304,5247.0,56.0,19.0,30.0,28.0,3352.0,1.62,10.48,2356.33,4
101,10.352499999999997,22,16,26,57.97230137944379,106.5969173303414,74.17352985627201,3.8333252049254725,4269.0,48.0,15.0,26.0,27.0,3362.0,0.44,13.4,2363.16,3
102,8.456306306306306,78,14,86,-36.553898022939066,129.7301705709221,-46.411964600904724,27.577266332250304,7967.0,56.0,19.0,30.0,28.0,3352.0,1.72,40.86,2371.23,4
103,14.174074074074074,21,18,10,-9.165771897245648,-137.9094050583854,-74.18907544438073,-68.48584252741054,8412.0,42.0,20.0,22.0,17.0,3366.0,0.18,11.73,2369.36,5
104,8.843693693693693,43,15,97,-24.306304805816723,-1.6982545777754297,-46.411964600904724,27.577266332250304,3579.0,56.0,19.0,30.0,28.0,3352.0,1.94,24.71,2360.45,4
105,14.284074074074073,61,14,29,-5.9829211154401065,16.804335487050594,-74.18907544438073,-68.48584252741054,9224.0,42.0,20.0,22.0,17.0,3366.0,0.53,25.65,2375.84,5
106,14.498888888888889,32,11,61,-16.55016538689766,-127.55432118718818,-74.18907544438073,-68.48584252741054,7327.0,42.0,20.0,22.0,17.0,3366.0,1.12,14.26,2369.57,5
107,14.950740740740741,96,17,77,-14.331587495936418,110.73574036034563,-74.18907544438073,-68.48584252741054,10171.0,42.0,20.0,22.0,17.0,3366.0,1.41,39.26,2382.5,5
108,10.487916666666663,42,16,15,66.12349458812633,-146.77301317336952,74.17352985627201,3.8333252049254725,4271.0,48.0,15.0,26.0,27.0,3362.0,0.25,21.8,2366.47,3
109,10.597916666666663,65,10,95,-2.073597258421671,-60.135539162594156,74.17352985627201,3.8333252049254725,9466.0,48.0,15.0,26.0,27.0,3362.0,1.6,29.9,2375.31,3
110,11.092708333333329,29,13,22,75.45286816930317,-31.622418592090327,74.17352985627201,3.8333252049254725,1026.0,48.0,15.0,26.0,27.0,3362.0,0.37,15.56,2360.76,3
111,11.207291666666663,89,11,42,83.30888553425402,-75.42234917282892,74.17352985627201,3.8333252049254725,1774.0,48.0,15.0,26.0,27.0,3362.0,0.71,40.24,2371.48,3
112,15.52111111111111,65,13,51,-51.34227648112328,172.367199978582,-74.18907544438073,-68.48584252741054,5343.0,42.0,20.0,22.0,17.0,3366.0,0.93,26.91,2372.59,5
113,9.280630630630629,29,10,29,8.680281489470744,72.24625381193079,-46.411964600904724,27.577266332250304,7555.0,56.0,19.0,30.0,28.0,3352.0,0.58,16.63,2360.78,4
114,9.41126126126126,49,13,41,-60.54791119341384,-12.595700002373007,-46.411964600904724,27.577266332250304,3019.0,56.0,19.0,30.0,28.0,3352.0,0.82,26.93,2360.44,4
115,15.898888888888889,41,20,45,-46.75715739492887,162.21067854952884,-74.18907544438073,-68.48584252741054,6044.0,42.0,20.0,22.0,17.0,3366.0,0.82,19.57,2370.32,5
116,9.595945945945944,40,17,27,-69.30980483958568,-60.73441138564259,-46.411964600904724,27.577266332250304,5201.0,56.0,19.0,30.0,28.0,3352.0,0.54,23.9,2361.32,4
117,16.232222222222223,82,11,40,-78.7652607785175,-11.86078270912492,-74.18907544438073,-68.48584252741054,1485.0,42.0,20.0,22.0,17.0,3366.0,0.73,32.76,2371.01,5
118,9.717567567567565,12,20,85,-86.54562590843236,-131.5215081624911,-46.411964600904724,27.577266332250304,5207.0,56.0,19.0,30.0,28.0,3352.0,1.7,11.64,2356.77,4
119,11.426041666666663,62,15,73,-10.291485167990416,-32.52132543650433,74.17352985627201,3.8333252049254725,9725.0,48.0,15.0,26.0,27.0,3362.0,1.23,29.94,2375.47,3
120,16.52851851851852,52,13,70,-11.057984331831364,-72.16939767171621,-74.18907544438073,-68.48584252741054,7023.0,42.0,20.0,22.0,17.0,3366.0,1.28,22.1,2372.45,5
121,10.100450450450449,44,15,45,-2.394822068868507,51.824343329661815,-46.411964600904724,27.577266332250304,5429.0,56.0,19.0,30.0,28.0,3352.0,0.9,25.18,2362.17,4
122,11.806249999999997,85,10,77,11.862967566177616,-10.513341568822568,74.17352985627201,3.8333252049254725,6988.0,48.0,15.0,26.0,27.0,3362.0,1.3,38.3,2376.1,3
123,10.303153153153152,86,10,52,-52.00648279419332,44.66707511839704,-46.411964600904724,27.577266332250304,1384.0,56.0,19.0,30.0,28.0,3352.0,1.04,43.42,2365.46,4
124,17.04703703703704,99,20,43,-46.21478266777431,-131.6811797056306,-74.18907544438073,-68.48584252741054,4311.0,42.0,20.0,22.0,17.0,3366.0,0.79,41.03,2377.16,5
125,12.207291666666663,48,13,34,16.796060541050153,138.66263390418572,74.17352985627201,3.8333252049254725,9408.0,48.0,15.0,26.0,27.0,3362.0,0.57,23.54,2372.4,3
126,12.384374999999997,26,18,86,49.21226136573031,-49.35297263627896,74.17352985627201,3.8333252049254725,3709.0,48.0,15.0,26.0,27.0,3362.0,1.45,15.6,2363.78,3
127,10.537387387387387,16,10,56,6.142690404912628,88.17498489866443,-46.411964600904724,27.577266332250304,8338.0,56.0,19.0,30.0,28.0,3352.0,1.12,10.52,2359.28,4
128,17.36555555555556,89,17,87,-4.267956133235884,-38.440107474200715,-74.18907544438073,-68.48584252741054,8020.0,42.0,20.0,22.0,17.0,3366.0,1.59,36.67,2379.37,5
129,10.789639639639638,26,10,18,-47.012763960260244,10.202709961115431,-46.411964600904724,27.577266332250304,1323.0,56.0,19.0,30.0,28.0,3352.0,0.36,15.22,2353.92,4
130,18.010000000000005,71,17,57,-73.45697347336503,-17.703200536183516,-74.18907544438073,-68.48584252741054,1527.0,42.0,20.0,22.0,17.0,3366.0,1.04,30.01,2370.04,5
131,12.832291666666663,100,11,100,81.46298254370461,49.64843609197797,74.17352985627201,3.8333252049254725,1287.0,48.0,15.0,26.0,27.0,3362.0,1.69,44.86,2373.14,3
132,10.899639639639638,79,13,60,-55.13251057957908,89.96358496371698,-46.411964600904724,27.577266332250304,4338.0,56.0,19.0,30.0,28.0,3352.0,1.2,41.03,2367.51,4
133,13.353124999999997,44,13,55,71.43300189466643,-6.533800211703408,74.17352985627201,3.8333252049254725,456.0,48.0,15.0,26.0,27.0,3362.0,0.93,21.86,2362.88,3
134,18.432222222222226,85,18,90,7.805540418939557,146.7526453494457,-74.18907544438073,-68.48584252741054,12293.0,42.0,20.0,22.0,17.0,3366.0,1.65,35.41,2383.15,5
135,13.63958333333333,95,15,19,42.8941407511866,171.51023757418687,74.17352985627201,3.8333252049254725,6964.0,48.0,15.0,26.0,27.0,3362.0,0.32,43.8,2377.98,3
136,11.169909909909908,60,18,29,-69.45397095904997,-68.61779664340193,-46.411964600904724,27.577266332250304,5481.0,56.0,19.0,30.0,28.0,3352.0,0.58,33.6,2365.5,4
137,11.300540540540538,13,10,76,28.40157984309893,-35.02800132729101,-46.411964600904724,27.577266332250304,10424.0,56.0,19.0,30.0,28.0,3352.0,1.52,9.11,2360.92,4
138,19.098888888888894,37,14,78,-85.80872587801584,163.11995094081112,-74.18907544438073,-68.48584252741054,2079.0,42.0,20.0,22.0,17.0,3366.0,1.43,16.77,2365.42,5
139,11.64288288288288,76,13,10,-83.4376225109336,-137.4688705695994,-46.411964600904724,27.577266332250304,5554.0,56.0,19.0,30.0,28.0,3352.0,0.2,39.62,2367.86,4
140,11.75288288288288,56,13,84,-39.41398882899623,102.24888765596563,-46.411964600904724,27.577266332250304,5902.0,56.0,19.0,30.0,28.0,3352.0,1.68,30.22,2364.89,4
141,12.131261261261258,47,15,55,-72.08515531805274,76.01608413188097,-46.411964600904724,27.577266332250304,3770.0,56.0,19.0,30.0,28.0,3352.0,1.1,26.59,2361.14,4
142,19.676666666666673,89,16,47,-22.109738771763702,-12.049862124607813,-74.18907544438073,-68.48584252741054,6659.0,42.0,20.0,22.0,17.0,3366.0,0.86,36.45,2377.7,5
143,20.02481481481482,50,13,43,-41.09629090726144,139.1054771576791,-74.18907544438073,-68.48584252741054,7030.0,42.0,20.0,22.0,17.0,3366.0,0.79,21.36,2372.01,5
144,13.74958333333333,83,18,66,15.224294924304957,-80.18731672703917,74.17352985627201,3.8333252049254725,8199.0,48.0,15.0,26.0,27.0,3362.0,1.11,39.54,2377.75,3
145,20.34333333333334,42,19,55,-71.02895629768807,-68.01053815091437,-74.18907544438073,-68.48584252741054,351.0,42.0,20.0,22.0,17.0,3366.0,1.01,19.72,2364.74,5
146,12.379009009009007,12,18,88,-75.08706451165061,23.345514785737066,-46.411964600904724,27.577266332250304,3194.0,56.0,19.0,30.0,28.0,3352.0,1.76,11.04,2354.54,4
147,20.75074074074075,18,10,55,-78.3481802388433,-75.2450953123828,-74.18907544438073,-68.48584252741054,494.0,42.0,20.0,22.0,17.0,3366.0,1.01,8.86,2360.54,5
148,12.775405405405403,80,17,16,-44.19830379284638,59.00062967502936,-46.411964600904724,27.577266332250304,2453.0,56.0,19.0,30.0,28.0,3352.0,0.32,42.7,2366.03,4
149,14.09333333333333,80,13,14,26.706555309665433,21.023096409083223,74.17352985627201,3.8333252049254725,5371.0,48.0,15.0,26.0,27.0,3362.0,0.24,36.98,2373.64,3
